year,country_iso3,oecd_sector,geds_sector,gross_output_usd_m,value_added_usd_m,intermediate_inputs_usd_m,final_demand_total_usd_m,domestic_final_demand_usd_m,foreign_final_demand_exports_usd_m,exports_total_usd_m,imports_total_usd_m,source_file
2016,AGO,C25,,234.1912,123.9269,109.99149999999999,178.88840000000016,129.3204,49.568000000000154,90.9649000000004,49.515399999999985,2016_SML.csv
2016,AGO,C26,electronics,774.7982,412.7891,360.48040000000003,737.6701999999985,701.6156000000001,36.05459999999846,55.20849999999842,135.65530000000007,2016_SML.csv
2016,AGO,C27,electronics,371.1124,174.2365,196.03300000000002,338.8619999999996,319.4057,19.4562999999996,29.242199999999308,78.53570000000003,2016_SML.csv
2016,AGO,C28,consumer_goods,1086.608,551.1242,532.8549,838.4299000000002,737.0758000000001,101.35410000000013,279.72530000000125,266.79290000000003,2016_SML.csv
2016,AGO,C29,automotive,1212.4847,487.4163,721.6612,1189.4778999999974,1169.8218,19.656099999997423,26.7728999999972,357.9753999999999,2016_SML.csv
2016,AGO,C301,,40.4784,19.1094,21.2668,38.6729000000001,38.3681,0.30480000000009966,0.7976000000000822,11.1519,2016_SML.csv
2016,AGO,C302T309,aerospace,23.0991,11.5036,11.5397,20.19359999999999,11.9351,8.258499999999989,10.76279999999999,5.0698,2016_SML.csv
2016,AGO,C31T33,consumer_goods,315.3655,175.8896,138.96060000000003,296.5428999999994,288.14489999999995,8.397999999999456,18.922599999999328,26.826700000000045,2016_SML.csv
2016,AGO,D,utilities,5270.8263,3063.6611,2206.7328999999995,3568.7232000000067,3563.709,5.014200000006895,525.6679000000001,14.079099999999471,2016_SML.csv
2016,AGO,E,utilities,563.0917,384.5837,178.07180000000005,414.1237999999992,413.4167,0.7070999999992296,63.24870000000038,25.170700000000096,2016_SML.csv
2016,AGO,F,,10987.606,5873.6357,5102.779199999999,10857.85749999998,10857.7731,0.08439999997972336,0.2759999999809395,263.8289999999988,2016_SML.csv
2016,AGO,G,consumer_goods,9534.5981,6694.1716,2831.1182000000003,6600.9197000000095,6512.0974,88.82230000000982,644.4755000000914,920.56,2016_SML.csv
2016,AGO,H49,shipping,1175.8282,745.2662,427.4594999999999,795.8937999999993,780.6419999999999,15.25179999999932,169.9528999999932,104.79839999999984,2016_SML.csv
2016,AGO,H50,shipping,749.5983,361.7024,386.30410000000006,352.23299999999955,343.46119999999996,8.771799999999587,98.46069999999071,260.7596000000001,2016_SML.csv
2016,AGO,H51,aviation,1154.8293,452.6517,695.671,758.2519999999997,743.8842,14.367799999999761,34.808999999992295,299.1054,2016_SML.csv
2016,AGO,H52,ports,898.5404,557.1853,340.29380000000003,602.063099999998,599.8774000000001,2.1856999999979507,30.79729999999165,134.09730000000002,2016_SML.csv
2016,AGO,H53,,386.6253,301.2964,85.02979999999998,222.9576000000003,222.6123,0.34530000000029304,1.1462000000029207,28.26559999999997,2016_SML.csv
2016,AGO,I,tourism,2869.4935,1788.3387,1078.5342,2770.076300000007,2731.7529000000004,38.323400000006586,39.76260000000842,133.8988999999999,2016_SML.csv
2016,AGO,J58T60,telecommunications,1424.1128,876.8426,545.2837,1284.098199999999,1277.7296999999999,6.3684999999991305,12.40340000000242,207.9781999999999,2016_SML.csv
2016,AGO,J61,telecommunications,1941.0204,1331.0893,608.5221,1706.4505000000001,1696.9812,9.469300000000203,20.295800000003595,222.1781000000001,2016_SML.csv
2016,AGO,J62_63,telecommunications,1147.0726,834.5138,311.584,1001.0601999999984,987.6107000000001,13.449499999998352,29.79660000000166,145.7578,2016_SML.csv
2016,AGO,K,banking,3453.0392,2393.1385,1057.1897,2854.1449000000102,2827.3700999999996,26.7748000000106,72.2685999999959,416.12279999999987,2016_SML.csv
2016,AGO,L,,5151.8005,4341.7726,808.3747999999999,4592.833000000005,4579.121800000001,13.711200000004283,196.05769999999904,192.68400000000008,2016_SML.csv
2016,AGO,M,,1978.4634,1402.8837,573.5701,1171.2812999999983,1123.198,48.08329999999819,164.27699999998447,278.5876,2016_SML.csv
2016,AGO,N,,1505.7468,1096.7988,407.5611,770.4167999999996,747.7243,22.692499999999654,129.9564999999925,154.42060000000006,2016_SML.csv
2016,AGO,O,government,7574.5012,6071.3659,1498.3062,7023.7727000000095,7023.236999999999,0.5357000000103653,0.6114000000048918,436.5808000000002,2016_SML.csv
2016,AGO,P,government,5789.2876,5205.2101,582.6546,5772.187100000009,5770.6271,1.5600000000094951,1.680400000009417,137.0857999999999,2016_SML.csv
2016,AGO,Q,,1824.4444,1395.2446,427.79460000000006,1816.867099999998,1814.6282,2.238899999997784,3.2446999999977724,112.40509999999995,2016_SML.csv
2016,AGO,R,,331.8641,222.2908,109.31020000000004,328.13049999999834,321.172,6.95849999999831,7.4803999999983795,30.97590000000004,2016_SML.csv
2016,AGO,S,,925.2486,654.2206,270.1501,910.4051999999994,908.2864999999999,2.1186999999994214,2.955499999999283,66.84630000000001,2016_SML.csv
2016,AGO,T,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016_SML.csv
2016,ARE,A01,agriculture,5880.3954,3959.7209,1920.6615999999997,3440.669000000007,2787.3035999999997,653.3654000000074,1210.9307999999767,812.0396999999996,2016_SML.csv
2016,ARE,A02,agriculture,480.2944,301.4353,178.5307,310.93020000000047,164.5944,146.33580000000046,280.721200000004,58.71100000000001,2016_SML.csv
2016,ARE,A03,agriculture,642.0289,459.4594,182.195,400.3338000000004,132.18189999999998,268.1519000000004,485.4170000000025,67.46520000000001,2016_SML.csv
2016,ARE,B05,,1161.9012,718.6785,442.3952,776.6112000000002,115.82660000000001,660.7846000000002,809.7554999999911,117.697,2016_SML.csv
2016,ARE,B06,oil,106452.8526,85768.0747,20642.6195,4772.063200000002,463.0978,4308.965400000003,99946.42760000005,5854.4220000000005,2016_SML.csv
2016,ARE,B07,,23396.138,8484.04,14894.2213,47.625500000000066,33.6142,14.01130000000007,3646.164300000006,3702.0605999999934,2016_SML.csv
2016,ARE,B08,,15253.123,4529.2799,10708.1988,227.86650000000023,134.711,93.15550000000022,5399.720699999768,2719.6455000000014,2016_SML.csv
2016,ARE,B09,,18567.2926,10023.0184,8528.5586,1658.0557000000001,621.1808,1036.8749000000003,4552.598099999788,2288.1009000000004,2016_SML.csv
2016,ARE,C10T12,consumer_goods,14145.2873,4298.9734,9856.1955,11760.418200000004,6786.2478,4974.170400000004,6036.281899999978,3926.551200000001,2016_SML.csv
2016,ARE,C13T15,consumer_goods,4548.7673,1799.3641,2736.6441,3499.7884000000067,2449.4421999999995,1050.3462000000072,1365.4737999999984,1125.8445,2016_SML.csv
2016,ARE,C16,consumer_goods,468.7432,172.3705,295.4225,132.39430000000016,92.916,39.47830000000016,133.62870000000268,132.04159999999996,2016_SML.csv
2016,ARE,C17_18,consumer_goods,2627.3536,892.394,1729.7418,1115.8940999999993,429.20369999999997,686.6903999999993,1356.418799999992,650.8868,2016_SML.csv
2016,ARE,C19,oil,51498.9642,11774.8537,39693.2102,13939.900699999991,6162.967299999999,7776.933399999992,21303.464799999794,8702.335,2016_SML.csv
2016,ARE,C20,consumer_goods,10378.255,3257.4288,7103.134100000001,2382.991599999999,326.0109,2056.980699999999,9527.676500000034,2605.6447,2016_SML.csv
2016,ARE,C21,consumer_goods,3713.8806,2026.1027,1683.552,2369.2578999999987,1663.0407,706.2171999999987,1023.2652999999723,555.4733999999996,2016_SML.csv
2016,ARE,C22,consumer_goods,2299.7413,810.2011,1482.6435999999999,849.966599999999,262.7682,587.198399999999,1649.0249999999937,771.088,2016_SML.csv
2016,ARE,C23,consumer_goods,5661.4312,2115.2089,3541.5847000000003,1356.9616999999996,564.5691,792.3925999999996,2624.3113000000462,860.0211999999997,2016_SML.csv
2016,ARE,C24A,,3066.996,688.6324,2373.1451999999995,29.381599999999974,10.3794,19.002199999999974,3010.1223999999993,875.0703999999998,2016_SML.csv
2016,ARE,C24B,,9643.0894,2798.1782,6823.159799999999,299.46920000000006,15.5456,283.9236000000001,9582.402900000041,2342.660899999999,2016_SML.csv
2016,ARE,C25,,3924.4599,1447.6923,2461.2725,1914.3393999999985,661.2684,1253.0709999999985,2097.9970999999828,1619.2309,2016_SML.csv
2016,ARE,C26,electronics,9527.4511,4121.6108,5373.345899999999,4719.959700000009,4465.9686,253.99110000000928,381.30370000009134,2459.9214,2016_SML.csv
2016,ARE,C27,electronics,3419.4004,1271.3726,2131.4523,2095.4402999999998,685.421,1410.0192999999997,1925.1018999999906,1341.809,2016_SML.csv
2016,ARE,C28,consumer_goods,2524.04,1047.556,1467.6974,1963.8273999999994,401.63199999999995,1562.1953999999996,1896.5914999999964,933.1711000000001,2016_SML.csv
2016,ARE,C29,automotive,4659.035,1445.1526,3194.5641000000005,3691.4256000000078,3450.0742,241.35140000000774,343.144599999996,1588.9268,2016_SML.csv
2016,ARE,C301,,441.1698,165.1038,274.8067,324.27119999999866,269.8165,54.45469999999864,94.36170000000105,161.00639999999999,2016_SML.csv
2016,ARE,C302T309,aerospace,1746.9442,696.7335,1045.2074,707.8566999999986,632.6624,75.19429999999852,107.45659999996928,696.5245000000001,2016_SML.csv
2016,ARE,C31T33,consumer_goods,5675.3593,2292.7619,3359.9628000000002,3671.780500000005,1995.7839000000001,1675.9966000000047,2431.672399999994,1708.8882,2016_SML.csv
2016,ARE,D,utilities,19337.2202,14135.1354,5195.8189999999995,5320.138800000016,5280.0016,40.13720000001649,298.5641999997506,907.1705999999986,2016_SML.csv
2016,ARE,E,utilities,3213.6913,1918.6315,1292.3674000000003,1528.2952999999968,1514.9091,13.386199999996734,38.75559999996199,331.32250000000033,2016_SML.csv
2016,ARE,F,,76314.8126,37438.6868,38796.38130000001,52034.39170000003,51843.3193,191.0724000000264,484.5452999999543,9588.770700000001,2016_SML.csv
2016,ARE,G,consumer_goods,49060.7939,30698.0231,18299.5913,20515.023600000026,16116.0602,4398.963400000026,14572.951899999967,7346.577800000003,2016_SML.csv
2016,ARE,H49,shipping,6625.1482,3553.4046,3064.7885,3385.848100000005,2171.3057999999996,1214.5423000000055,3067.8650000000166,1081.8911999999998,2016_SML.csv
2016,ARE,H50,shipping,5207.7187,2088.9337,3110.1941000000006,609.7587999999992,59.8099,549.9488999999992,4978.563400000015,1874.797800000001,2016_SML.csv
2016,ARE,H51,aviation,7486.0748,2255.4866,5202.6902,3250.4781999999964,176.00370000000004,3074.474499999996,7004.637099999999,3174.8248000000003,2016_SML.csv
2016,ARE,H52,ports,4895.0857,3142.2686,1745.0328,1201.3103000000003,719.0828,482.2275000000003,3447.808600000016,920.9407999999999,2016_SML.csv
2016,ARE,H53,,2176.7771,1488.4364,685.1364000000001,297.01809999999955,245.8698,51.14829999999955,330.5937999999816,321.2134000000001,2016_SML.csv
2016,ARE,I,tourism,13469.8587,7074.4902,6387.6588,12571.2359,3508.2461000000003,9062.9898,9095.016299999983,2118.728400000001,2016_SML.csv
2016,ARE,J58T60,telecommunications,8351.9463,4359.9312,3983.9229,3660.0698000000007,2726.9375,933.1323000000007,1805.3188000000696,941.2370999999998,2016_SML.csv
2016,ARE,J61,telecommunications,12100.6821,6433.1967,5647.3913,5159.049500000008,3844.3594,1314.6901000000084,2480.1430000000832,1873.6335,2016_SML.csv
2016,ARE,J62_63,telecommunications,5672.6685,3634.3363,2029.6791999999996,3202.211099999999,1129.6925,2072.518599999999,3921.1076999999896,861.6034999999993,2016_SML.csv
2016,ARE,K,banking,22632.2559,12932.2136,9656.756300000001,9051.039400000005,4398.7611,4652.278300000005,8477.926799999965,5872.075500000001,2016_SML.csv
2016,ARE,L,,26989.9553,21613.1718,5365.563400000001,22908.259299999972,18527.275599999997,4380.983699999975,4940.979600000026,1638.1798000000017,2016_SML.csv
2016,ARE,M,,11539.8665,7150.2143,4373.139,3739.515799999998,1823.4787,1916.037099999998,4496.6920000000355,1783.9297000000001,2016_SML.csv
2016,ARE,N,,8821.18,5720.6857,3086.9823,2284.9832999999985,1433.165,851.8182999999985,4024.684800000046,1568.2101000000002,2016_SML.csv
2016,ARE,O,government,37671.2141,26770.3951,10867.082,33484.621899999955,33425.6835,58.938399999955436,110.20390000011048,3807.0843000000013,2016_SML.csv
2016,ARE,P,government,9182.3325,6693.1749,2481.3711000000003,8710.782299999979,8426.4546,284.3276999999798,293.2905999999657,809.9820000000004,2016_SML.csv
2016,ARE,Q,,9234.4554,6392.6476,2832.1146,8851.945599999986,8668.2493,183.69629999998688,191.2618999999724,875.1306999999999,2016_SML.csv
2016,ARE,R,,2360.8179,1189.1038,1167.9824999999998,2059.4832999999985,671.8065,1387.6767999999984,1579.0979999999968,390.9816999999998,2016_SML.csv
2016,ARE,S,,4675.2852,3176.0744,1494.3522,3839.836600000004,3592.0285000000003,247.80810000000383,268.5339999999844,511.6265000000003,2016_SML.csv
2016,ARE,T,,2550.4119,2550.4119,0.0,2550.38,2550.38,0.0,0.0,0.0,2016_SML.csv
2016,ARG,A01,agriculture,58482.3649,33323.885,24173.854900000002,10756.008600000008,7439.4279,3316.5807000000086,8320.739599999633,1319.2026000000005,2016_SML.csv
2016,ARG,A02,agriculture,334.0301,223.4586,103.51599999999999,123.6705000000002,114.1565,9.514000000000209,25.395000000002426,9.412899999999993,2016_SML.csv
2016,ARG,A03,agriculture,2243.1738,1494.8681,693.2379,821.6939999999993,667.6847,154.00929999999926,411.71709999998575,42.642499999999814,2016_SML.csv
2016,ARG,B05,,29.9106,14.7716,13.899099999999997,0.5107999999999999,0.4307,0.0800999999999999,1.551099999999936,1.478200000000001,2016_SML.csv
2016,ARG,B06,oil,21675.9463,13428.2785,7712.1329,3991.342400000008,3960.631,30.711400000008325,1709.757500000168,684.7870000000012,2016_SML.csv
2016,ARG,B07,,1973.7513,1367.2435,558.7053999999999,6.100899999999999,0.0776,6.023299999999999,1803.213799999995,74.16589999999997,2016_SML.csv
2016,ARG,B08,,1366.922,828.3645,498.11049999999994,87.26490000000015,86.6331,0.6318000000001547,30.774799999984268,45.97890000000001,2016_SML.csv
2016,ARG,B09,,2521.4048,1178.3815,1252.4712,87.55290000000001,80.4322,7.120700000000014,21.70530000003835,117.06929999999988,2016_SML.csv
2016,ARG,C10T12,consumer_goods,89896.2926,23349.5733,63022.406800000004,60163.82589999994,48074.880800000006,12088.945099999932,17069.27309999999,2421.6468999999997,2016_SML.csv
2016,ARG,C13T15,consumer_goods,14334.9748,5855.0933,8061.3301999999985,8418.623200000015,7621.4932,797.1300000000147,1198.474900000123,829.9437000000007,2016_SML.csv
2016,ARG,C16,consumer_goods,2439.9739,1176.3699,1217.9349000000002,182.88650000000018,152.50060000000002,30.385900000000163,125.48770000009785,97.39630000000034,2016_SML.csv
2016,ARG,C17_18,consumer_goods,12331.7777,5104.9448,6895.8258000000005,2318.869500000007,2139.1594,179.71010000000706,556.7122999997932,631.9018000000015,2016_SML.csv
2016,ARG,C19,oil,17578.0277,2295.0905,15138.519400000001,5962.029200000007,5472.1284000000005,489.9008000000067,1323.6083999998154,1687.6907999999967,2016_SML.csv
2016,ARG,C20,consumer_goods,29259.9809,9574.049,19000.662300000004,4631.957500000017,3886.6384,745.319100000017,2836.7465000000575,2222.7352999999966,2016_SML.csv
2016,ARG,C21,consumer_goods,16290.7035,5541.3177,10264.929100000001,7036.3710000000165,6528.813499999999,507.55750000001717,935.9456999997346,1016.8764999999985,2016_SML.csv
2016,ARG,C22,consumer_goods,10457.2415,3754.4717,6274.807900000001,2023.129299999999,1873.2888999999998,149.84039999999914,602.6403999998365,777.277900000001,2016_SML.csv
2016,ARG,C23,consumer_goods,6797.3086,3173.085,3378.8325,542.6664999999982,513.4859,29.180599999998208,159.96590000015146,289.99029999999993,2016_SML.csv
2016,ARG,C24A,,8463.4572,3459.0417,4767.3796999999995,612.309899999998,581.4730999999999,30.836799999998107,984.4467000001349,768.9024999999992,2016_SML.csv
2016,ARG,C24B,,1849.4504,654.9897,1119.2183,83.62230000000027,57.9492,25.673100000000268,714.5585999999752,310.8071,2016_SML.csv
2016,ARG,C25,,7073.0466,3192.1881,3686.4084000000003,2575.0220000000054,2401.3763,173.6457000000055,505.1988000001393,517.0799000000002,2016_SML.csv
2016,ARG,C26,electronics,6949.7884,1528.1795,5165.8243999999995,5119.0814,4971.1311,147.95030000000042,224.78339999997434,1023.5677999999989,2016_SML.csv
2016,ARG,C27,electronics,3470.6206,1356.8635,2004.8807,2161.0553000000064,2052.5019,108.55340000000615,220.1722999999838,402.3629000000001,2016_SML.csv
2016,ARG,C28,consumer_goods,12181.2445,4600.9223,7246.7332,8341.804200000013,7743.4749,598.3293000000131,938.5515000000873,1232.8540000000012,2016_SML.csv
2016,ARG,C29,automotive,17448.1069,3250.993,13551.490600000003,12535.87339999998,9473.5121,3062.3612999999805,4585.658900000104,2765.6028000000024,2016_SML.csv
2016,ARG,C301,,143.8919,93.021,48.163899999999984,119.1605000000002,111.193,7.9675000000002,11.83789999999987,7.78769999999998,2016_SML.csv
2016,ARG,C302T309,aerospace,695.5866,324.46,352.3993,569.5409999999988,531.231,38.30999999999881,52.63530000000131,65.4575999999999,2016_SML.csv
2016,ARG,C31T33,consumer_goods,5002.4568,2629.7006,2237.31,3298.2974000000027,3150.6184000000003,147.67900000000236,233.72569999998473,259.6858000000004,2016_SML.csv
2016,ARG,D,utilities,17100.671,7347.6208,9567.5436,6125.122200000006,6080.288199999999,44.83400000000711,120.40339999982916,910.9079999999976,2016_SML.csv
2016,ARG,E,utilities,1938.646,1129.5979,756.9697,1309.1692999999977,1306.321,2.8482999999978347,10.903299999983915,65.13289999999972,2016_SML.csv
2016,ARG,F,,40018.5886,21442.1007,17437.588600000003,37149.90939999988,37149.8302,0.07919999988371274,0.2432999999250569,1620.7172999999984,2016_SML.csv
2016,ARG,G,consumer_goods,103358.299,73265.7491,28150.223200000004,50595.13349999996,45116.902899999994,5478.230599999966,9704.146999999553,1937.7007000000085,2016_SML.csv
2016,ARG,H49,shipping,32233.4045,12154.8887,18339.3712,15328.46139999997,14811.043199999998,517.418199999971,971.7025999999059,1475.7445999999982,2016_SML.csv
2016,ARG,H50,shipping,512.1098,349.4454,157.2153,286.4897999999989,263.2407,23.24909999999892,68.30660000000378,50.92590000000001,2016_SML.csv
2016,ARG,H51,aviation,3354.9899,804.5898,2483.737,1886.950799999996,1456.5531,430.3976999999959,867.3636999999785,246.02480000000014,2016_SML.csv
2016,ARG,H52,ports,9533.6645,4851.7386,4426.271900000001,2509.313800000005,2239.7490000000003,269.56480000000465,1158.6656000000603,442.53069999999934,2016_SML.csv
2016,ARG,H53,,1506.6016,880.74,590.2111000000001,109.1729000000001,100.05910000000002,9.113800000000083,39.995999999974174,49.89510000000007,2016_SML.csv
2016,ARG,I,tourism,31024.5739,11489.457,17811.900599999997,25158.91359999995,23498.499300000003,1660.4142999999458,1747.3000000000739,523.6922000000013,2016_SML.csv
2016,ARG,J58T60,telecommunications,2510.6735,947.4564,1469.8183000000001,1157.207399999999,1048.2764,108.93099999999913,215.87369999997782,146.04150000000027,2016_SML.csv
2016,ARG,J61,telecommunications,22188.8832,8729.5067,13100.398200000005,8786.232899999988,8394.4323,391.80059999998775,731.2928999998057,758.313600000005,2016_SML.csv
2016,ARG,J62_63,telecommunications,5282.8641,2093.1939,3025.561599999999,1238.4249000000002,574.2128,664.2121000000002,1426.5047000000545,444.37029999999913,2016_SML.csv
2016,ARG,K,banking,35073.4167,21848.1605,12377.490500000002,13035.05499999999,12915.6416,119.41339999998854,236.76460000001498,645.137200000001,2016_SML.csv
2016,ARG,L,,37289.9334,32203.474,4631.275100000002,33100.280899999925,32883.9842,216.2966999999262,228.56840000004377,228.46940000000086,2016_SML.csv
2016,ARG,M,,33607.0373,21732.7652,11291.351500000002,5210.152400000007,4517.0961,693.0563000000075,2932.5716999998986,915.1293000000023,2016_SML.csv
2016,ARG,N,,10535.2562,6939.8054,3368.5076000000004,1995.6613999999988,1791.1026000000002,204.55879999999866,975.4392999999034,305.79820000000154,2016_SML.csv
2016,ARG,O,government,54468.3557,38716.7633,14619.571600000003,53688.48189999988,53688.3536,0.1282999998802552,0.15449999987720275,1117.6105000000007,2016_SML.csv
2016,ARG,P,government,34890.9882,29693.9989,4851.4856,34608.0227,34532.9902,75.03250000000116,75.03250000000116,337.65290000000095,2016_SML.csv
2016,ARG,Q,,41688.8001,26352.2188,14288.294600000001,37903.98889999995,37855.567899999995,48.42099999995844,48.42269999996188,1065.1059999999998,2016_SML.csv
2016,ARG,R,,3585.7577,1809.7436,1664.6592,3215.5025000000005,3000.8109999999997,214.69150000000081,229.71499999999384,115.03809999999976,2016_SML.csv
2016,ARG,S,,10736.5152,6234.0729,4196.6255,9720.406599999968,9653.5653,66.8412999999673,67.12779999996144,323.33960000000025,2016_SML.csv
2016,ARG,T,,6994.663,6994.663,0.0,6994.5756,6994.5756,0.0,0.0,0.0,2016_SML.csv
2016,AUS,A01,agriculture,68470.5956,31482.9209,36411.6351,16873.342499999984,13068.7311,3804.6113999999834,9209.463499999252,2544.5595000000103,2016_SML.csv
2016,AUS,A02,agriculture,2639.0408,1319.0666,1287.9594999999995,179.11310000000037,158.39589999999998,20.71720000000039,296.72560000009196,61.102799999999206,2016_SML.csv
2016,AUS,A03,agriculture,3487.0745,1607.3204,1833.0464000000002,1284.8990999999983,1116.7945000000002,168.10459999999807,438.1443999999756,228.8684000000003,2016_SML.csv
2016,AUS,B05,,43886.7304,27828.3516,15703.226499999999,1951.700699999997,1089.2180999999998,862.4825999999971,23494.786299999854,1552.1935999999969,2016_SML.csv
2016,AUS,B06,oil,31742.1813,19071.4746,12474.481,4960.97720000001,4829.4445,131.53270000001066,16268.805299999949,923.3394000000008,2016_SML.csv
2016,AUS,B07,,73513.7391,42997.9769,29648.703899999997,1028.2468999999985,949.4753000000001,78.77159999999844,46686.64419999981,3119.460799999997,2016_SML.csv
2016,AUS,B08,,3607.2485,1785.5921,1783.1739,198.58450000000045,166.93959999999998,31.64490000000046,513.4240000000743,152.48350000000028,2016_SML.csv
2016,AUS,B09,,9510.6156,4874.4363,4581.597700000001,1999.2503999999994,1919.3898,79.86059999999952,242.67890000014313,381.7498999999998,2016_SML.csv
2016,AUS,C10T12,consumer_goods,71745.8663,18126.9223,53229.350300000006,43250.59059999999,30977.2655,12273.325099999987,17016.65849999993,2516.327000000005,2016_SML.csv
2016,AUS,C13T15,consumer_goods,4385.0249,1773.3718,2571.3346,2609.1277000000023,2153.0804,456.04730000000245,812.0253999999798,341.11869999999954,2016_SML.csv
2016,AUS,C16,consumer_goods,9498.2121,3027.0242,6406.6427,578.6413999999997,443.9124,134.72899999999976,785.0572999997553,444.7928000000011,2016_SML.csv
2016,AUS,C17_18,consumer_goods,11540.4225,3946.4172,7473.6252,2998.6965000000055,2520.0893,478.6072000000054,1293.2623999999946,1008.6112999999996,2016_SML.csv
2016,AUS,C19,oil,14282.3399,3990.9852,10366.1957,2039.8310999999967,1179.3298,860.5012999999967,1916.5710999997414,2592.5244999999995,2016_SML.csv
2016,AUS,C20,consumer_goods,10788.1828,3839.3105,6862.7197,3510.675800000006,2615.3802,895.2956000000058,3400.8883000001215,1447.8449999999993,2016_SML.csv
2016,AUS,C21,consumer_goods,7434.8426,2413.8559,4951.163899999999,5106.513799999996,4087.7181,1018.795699999996,1766.3234999999834,931.8084999999978,2016_SML.csv
2016,AUS,C22,consumer_goods,9751.3907,3406.5704,6185.567499999999,2906.5694000000076,2606.2686,300.3008000000077,1124.403300000086,1347.0820000000003,2016_SML.csv
2016,AUS,C23,consumer_goods,13731.4757,4785.3005,8830.2714,1380.6639999999993,1263.9512,116.71279999999933,424.16209999973944,964.4941000000008,2016_SML.csv
2016,AUS,C24A,,8833.4936,1602.1338,7193.771299999999,1.6929999999999978,0.47250000000000003,1.2204999999999977,730.5434999999803,619.4453999999978,2016_SML.csv
2016,AUS,C24B,,26665.5086,2631.0995,23959.141900000002,384.70150000000007,6.4028,378.29870000000005,24251.54529999996,2635.311499999996,2016_SML.csv
2016,AUS,C25,,19550.2068,7301.9501,12118.0969,4717.195300000008,4222.8748,494.320500000008,1341.583499999836,2442.2426000000014,2016_SML.csv
2016,AUS,C26,electronics,6860.6305,3668.2272,3146.6096,3851.6025999999997,3349.5488,502.0537999999997,856.0874000000667,1358.1439999999996,2016_SML.csv
2016,AUS,C27,electronics,4084.4209,1537.5932,2514.0660999999996,2007.9504999999983,1579.6511999999998,428.29929999999854,806.5288999999891,699.8082999999995,2016_SML.csv
