year,country_iso3,wiod_sector,wiod_sector_name,geds_sector,gross_output_usd_m,value_added_usd_m,intermediate_inputs_usd_m,source_file
2014,AUT,H51,Air transport,aviation,4949.32675,627.8490999999981,4270.703578449271,WIOT2014_Nov16_ROW.xlsb
2014,AUT,H52,Warehousing and support activities for transportation,ports,13677.30605,8160.975499999997,5422.558071857091,WIOT2014_Nov16_ROW.xlsb
2014,AUT,H53,Postal and courier activities,telecommunications,3443.7376999999997,1797.8590499999998,1605.0340821768973,WIOT2014_Nov16_ROW.xlsb
2014,AUT,I,Accommodation and food service activities,tourism,32169.760349999997,20099.939300000002,11534.089330226925,WIOT2014_Nov16_ROW.xlsb
2014,AUT,J58,Publishing activities,telecommunications,3650.718,1339.1280000000002,2300.362181682253,WIOT2014_Nov16_ROW.xlsb
2014,AUT,J59_J60,"Motion picture, video and television programme production, sound recording and m",telecommunications,3642.87985,1458.0287499999997,2162.7719514467535,WIOT2014_Nov16_ROW.xlsb
2014,AUT,J61,Telecommunications,telecommunications,7872.691,3210.984499999999,4596.994872418373,WIOT2014_Nov16_ROW.xlsb
2014,AUT,J62_J63,"Computer programming, consultancy and related activities; information service ac",telecommunications,13812.945899999999,6908.598550000002,6833.033241348959,WIOT2014_Nov16_ROW.xlsb
2014,AUT,K64,"Financial service activities, except insurance and pension funding",banking,22384.6936,12475.810649999996,9043.144898292692,WIOT2014_Nov16_ROW.xlsb
2014,AUT,K65,"Insurance, reinsurance and pension funding, except compulsory social security",insurance,9191.75865,3940.331000000001,4884.89423602607,WIOT2014_Nov16_ROW.xlsb
2014,AUT,K66,Activities auxiliary to financial services and insurance activities,capital_markets,4370.897849999999,1529.1035000000006,2735.7758663617306,WIOT2014_Nov16_ROW.xlsb
2014,AUT,L68,Real estate activities,,57931.23525,38739.06,18400.1747503685,WIOT2014_Nov16_ROW.xlsb
2014,AUT,M69_M70,Legal and accounting activities; activities of head offices; management consulta,,20552.1607,10702.395999999995,9747.48972656531,WIOT2014_Nov16_ROW.xlsb
2014,AUT,M71,Architectural and engineering activities; technical testing and analysis,,10471.237,5794.51845,4621.248148171592,WIOT2014_Nov16_ROW.xlsb
2014,AUT,M72,Scientific research and development,,2738.1713499999996,1411.2655499999998,1264.2491903352307,WIOT2014_Nov16_ROW.xlsb
2014,AUT,M73,Advertising and market research,,6087.31985,1714.42925,4311.325557468247,WIOT2014_Nov16_ROW.xlsb
2014,AUT,M74_M75,"Other professional, scientific and technical activities; veterinary activities",,1998.46255,939.7809000000001,1035.622399188971,WIOT2014_Nov16_ROW.xlsb
2014,AUT,N,Administrative and support service activities,,26304.964249999997,16634.9456,9492.05167351629,WIOT2014_Nov16_ROW.xlsb
2014,AUT,O84,Public administration and defence; compulsory social security,government,30759.823299999996,20167.1614,9347.026723927976,WIOT2014_Nov16_ROW.xlsb
2014,AUT,P85,Education,government,25927.803099999997,21097.377099999998,4131.662945358914,WIOT2014_Nov16_ROW.xlsb
2014,AUT,Q,Human health and social work activities,,39737.16205,26610.386399999996,11338.943310190243,WIOT2014_Nov16_ROW.xlsb
2014,AUT,R_S,Other service activities,,17010.379699999998,10889.1831,5608.665679055827,WIOT2014_Nov16_ROW.xlsb
2014,AUT,T,Activities of households as employers; undifferentiated goods- and services-prod,,229.69765,229.69765,0.0,WIOT2014_Nov16_ROW.xlsb
2014,AUT,U,Activities of extraterritorial organizations and bodies,,0.0,0.0,0.0,WIOT2014_Nov16_ROW.xlsb
2014,BEL,A01,"Crop and animal production, hunting and related service activities",agriculture,11567.957628505004,3184.3235380039564,7768.85312953196,WIOT2014_Nov16_ROW.xlsb
2014,BEL,A02,Forestry and logging,agriculture,524.350550684648,109.24831000179825,395.4005567512268,WIOT2014_Nov16_ROW.xlsb
2014,BEL,A03,Fishing and aquaculture,agriculture,121.52227081034754,51.85685199424563,67.07020522534792,WIOT2014_Nov16_ROW.xlsb
2014,BEL,B,Mining and quarrying,oil,803.0782499999999,291.34005,495.6648554722453,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C10-C12,"Manufacture of food products, beverages and tobacco products",consumer_goods,51912.7317,10108.689349999988,40644.06280416687,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C13-C15,"Manufacture of textiles, wearing apparel and leather products",consumer_goods,6599.987999999999,1840.5038999999988,4499.910663487111,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C16,"Manufacture of wood and of products of wood and cork, except furniture; manufact",consumer_goods,4022.508123651586,951.828286879668,2958.1636966043716,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C17,Manufacture of paper and paper products,consumer_goods,5908.192533612059,1311.8094772340207,4430.206719662872,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C18,Printing and reproduction of recorded media,consumer_goods,4212.266734936879,1413.016535585781,2720.2608933257043,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C19,Manufacture of coke and refined petroleum products ,oil,47951.80894999999,1290.5048999999922,43903.98465256333,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C20,Manufacture of chemicals and chemical products ,consumer_goods,43897.359800000006,10090.62175,32016.362444976483,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,consumer_goods,19415.36325,8237.62995,10816.046733399375,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C22,Manufacture of rubber and plastic products,consumer_goods,7159.609788303931,2558.6911458693553,4334.888891165495,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C23,Manufacture of other non-metallic mineral products,consumer_goods,9616.97711809853,2937.949871147852,6457.7603605981385,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C24,Manufacture of basic metals,consumer_goods,24997.989065111764,3321.4924930761567,20858.535878312556,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C25,"Manufacture of fabricated metal products, except machinery and equipment",consumer_goods,15307.462097677851,4927.418249673688,10000.628270378744,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C26,"Manufacture of computer, electronic and optical products",electronics,4232.0696,1608.41495,2501.9861289284736,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C27,Manufacture of electrical equipment,electronics,4946.0055,1805.2986500000006,3000.7771492475486,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C28,Manufacture of machinery and equipment n.e.c.,consumer_goods,12512.211549999998,4605.909500000003,7536.064245148739,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C29,"Manufacture of motor vehicles, trailers and semi-trailers",automotive,22193.46644645415,3779.4678192948995,17295.62182333568,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C30,Manufacture of other transport equipment,aerospace,2700.6167405965357,1033.3561949963648,1598.3836454654902,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C31_C32,Manufacture of furniture; other manufacturing,consumer_goods,4763.088242959515,1678.8858714146158,2941.7960717850283,WIOT2014_Nov16_ROW.xlsb
2014,BEL,C33,Repair and installation of machinery and equipment,consumer_goods,5245.842708597221,2055.734904827592,3077.9579605744557,WIOT2014_Nov16_ROW.xlsb
2014,BEL,D35,"Electricity, gas, steam and air conditioning supply",utilities,18774.362,7981.229450000002,10668.546034755713,WIOT2014_Nov16_ROW.xlsb
2014,BEL,E36,"Water collection, treatment and supply",utilities,3254.8470386669014,1285.433630551996,1968.3651046771913,WIOT2014_Nov16_ROW.xlsb
2014,BEL,E37-E39,"Sewerage; waste collection, treatment and disposal activities; materials recover",utilities,11597.517261333096,3334.557969448002,8167.839418950555,WIOT2014_Nov16_ROW.xlsb
2014,BEL,F,Construction,,90431.65925,26993.525799999992,61897.29561103152,WIOT2014_Nov16_ROW.xlsb
2014,BEL,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,consumer_goods,14761.256044164993,7742.574530591798,6896.116463778409,WIOT2014_Nov16_ROW.xlsb
2014,BEL,G46,"Wholesale trade, except of motor vehicles and motorcycles",consumer_goods,66068.89227860258,29689.80479144949,35751.71631707765,WIOT2014_Nov16_ROW.xlsb
2014,BEL,G47,"Retail trade, except of motor vehicles and motorcycles",consumer_goods,36231.69197723244,21788.03232795871,14298.600693876437,WIOT2014_Nov16_ROW.xlsb
2014,BEL,H49,Land transport and transport via pipelines,shipping,23076.47112473726,9260.898862973805,13413.090742515848,WIOT2014_Nov16_ROW.xlsb
2014,BEL,H50,Water transport,shipping,2564.9128163841124,522.0199390260905,2022.1223131584525,WIOT2014_Nov16_ROW.xlsb
2014,BEL,H51,Air transport,aviation,4120.057744919959,549.7157416749471,3499.5171606001095,WIOT2014_Nov16_ROW.xlsb
2014,BEL,H52,Warehousing and support activities for transportation,ports,32721.047345108374,12772.35911160996,19393.019968472745,WIOT2014_Nov16_ROW.xlsb
2014,BEL,H53,Postal and courier activities,telecommunications,5023.112868850295,2784.1500947152144,2026.6199372004564,WIOT2014_Nov16_ROW.xlsb
2014,BEL,I,Accommodation and food service activities,tourism,21185.5895,8982.121350000007,11565.730320896182,WIOT2014_Nov16_ROW.xlsb
2014,BEL,J58,Publishing activities,telecommunications,3822.290132770953,1406.9843524647179,2403.4061484234808,WIOT2014_Nov16_ROW.xlsb
2014,BEL,J59_J60,"Motion picture, video and television programme production, sound recording and m",telecommunications,5227.45186722905,2446.32989753528,2757.317860087664,WIOT2014_Nov16_ROW.xlsb
2014,BEL,J61,Telecommunications,telecommunications,15803.17175,6725.132699999998,9026.2910179067,WIOT2014_Nov16_ROW.xlsb
2014,BEL,J62_J63,"Computer programming, consultancy and related activities; information service ac",telecommunications,18809.03585,9151.5051,9597.690565159388,WIOT2014_Nov16_ROW.xlsb
2014,BEL,K64,"Financial service activities, except insurance and pension funding",banking,33258.69846925242,19068.22559371223,13795.60504605829,WIOT2014_Nov16_ROW.xlsb
2014,BEL,K65,"Insurance, reinsurance and pension funding, except compulsory social security",insurance,12930.290306489549,5582.408556915275,6679.664066465173,WIOT2014_Nov16_ROW.xlsb
2014,BEL,K66,Activities auxiliary to financial services and insurance activities,capital_markets,11100.049574258026,4748.008049372493,6077.322903138844,WIOT2014_Nov16_ROW.xlsb
2014,BEL,L68,Real estate activities,,60327.052149999996,41109.901099999995,18318.946764560555,WIOT2014_Nov16_ROW.xlsb
2014,BEL,M69_M70,Legal and accounting activities; activities of head offices; management consulta,,64274.06448262932,34298.19530811045,28344.053302204877,WIOT2014_Nov16_ROW.xlsb
2014,BEL,M71,Architectural and engineering activities; technical testing and analysis,,13079.809049272597,5075.2389706873055,7912.998065512119,WIOT2014_Nov16_ROW.xlsb
2014,BEL,M72,Scientific research and development,,3962.5169499999997,1935.8902000000003,1997.1344987364412,WIOT2014_Nov16_ROW.xlsb
2014,BEL,M73,Advertising and market research,,7767.490728666893,1954.9362072916338,5783.723887500705,WIOT2014_Nov16_ROW.xlsb
2014,BEL,M74_M75,"Other professional, scientific and technical activities; veterinary activities",,3231.4581894311864,1196.6488139106073,2012.478018779898,WIOT2014_Nov16_ROW.xlsb
2014,BEL,N,Administrative and support service activities,,40067.56,20105.2533,19562.604999695093,WIOT2014_Nov16_ROW.xlsb
2014,BEL,O84,Public administration and defence; compulsory social security,government,51889.21725,38050.099899999994,12205.320671773938,WIOT2014_Nov16_ROW.xlsb
2014,BEL,P85,Education,government,39496.70355,33632.306,5101.657744922737,WIOT2014_Nov16_ROW.xlsb
2014,BEL,Q,Human health and social work activities,,61561.3615,36088.30395,22864.655958012918,WIOT2014_Nov16_ROW.xlsb
2014,BEL,R_S,Other service activities,,23200.25975,10165.681999999999,12301.281906016176,WIOT2014_Nov16_ROW.xlsb
2014,BEL,T,Activities of households as employers; undifferentiated goods- and services-prod,,524.09325,524.09325,0.0,WIOT2014_Nov16_ROW.xlsb
2014,BEL,U,Activities of extraterritorial organizations and bodies,,0.0,0.0,0.0,WIOT2014_Nov16_ROW.xlsb
2014,BGR,A01,"Crop and animal production, hunting and related service activities",agriculture,5746.994740046104,2309.5009900461046,3274.6774478647762,WIOT2014_Nov16_ROW.xlsb
2014,BGR,A02,Forestry and logging,agriculture,504.5163004706154,257.8138504706154,230.43038101055242,WIOT2014_Nov16_ROW.xlsb
2014,BGR,A03,Fishing and aquaculture,agriculture,61.65276887499751,30.433018874997515,30.766454869477492,WIOT2014_Nov16_ROW.xlsb
2014,BGR,B,Mining and quarrying,oil,2039.059032663172,1293.504832663172,703.6131122920727,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C10-C12,"Manufacture of food products, beverages and tobacco products",consumer_goods,6493.870200921882,1727.3450509218824,4391.404885449471,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C13-C15,"Manufacture of textiles, wearing apparel and leather products",consumer_goods,2670.6012965917566,1004.2637465917568,1582.062546762174,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C16,"Manufacture of wood and of products of wood and cork, except furniture; manufact",consumer_goods,605.1006669326264,140.39136693262643,441.2235885819953,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C17,Manufacture of paper and paper products,consumer_goods,664.7603506069237,169.36270060692368,468.7750001535702,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C18,Printing and reproduction of recorded media,consumer_goods,468.9065115514358,142.09551155143586,313.5176751190611,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C19,Manufacture of coke and refined petroleum products ,oil,4596.984579242002,-203.94872075799785,4556.039789956487,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C20,Manufacture of chemicals and chemical products ,consumer_goods,1695.1853993690047,439.8857493690049,1194.9551143343767,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,consumer_goods,644.6966262532067,219.04522625320675,401.84619999681394,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C22,Manufacture of rubber and plastic products,consumer_goods,1616.5249701146977,351.92582011469773,1208.2999316663859,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C23,Manufacture of other non-metallic mineral products,consumer_goods,1645.8897587383497,472.2928587383497,1116.267328475129,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C24,Manufacture of basic metals,consumer_goods,5034.400344622372,366.3170446223725,4451.084052186735,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C25,"Manufacture of fabricated metal products, except machinery and equipment",consumer_goods,2072.6757363816514,683.9946863816514,1331.908788154265,WIOT2014_Nov16_ROW.xlsb
2014,BGR,C26,"Manufacture of computer, electronic and optical products",electronics,515.6775775945374,211.18537759453736,287.45021004381084,WIOT2014_Nov16_ROW.xlsb
