source,target,edge_type,industry,dependency_weight,flow_value_usd,substitution_difficulty,rerouting_capability,resilience_coefficient,recovery_delay_weeks,evidence_source
HKG:banking,HKG:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
HKG:banking,HKG:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
HKG:insurance,HKG:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
HKG:insurance,HKG:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
HKG:capital_markets,HKG:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
HKG:capital_markets,HKG:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
IND:banking,IND:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
IND:capital_markets,IND:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
ITA:banking,ITA:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
ITA:insurance,ITA:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
JPN:banking,JPN:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
JPN:banking,JPN:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
JPN:insurance,JPN:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
JPN:insurance,JPN:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
JPN:capital_markets,JPN:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
JPN:capital_markets,JPN:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
KOR:banking,KOR:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
KOR:insurance,KOR:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
NLD:banking,NLD:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
NLD:banking,NLD:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
NLD:insurance,NLD:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
NLD:insurance,NLD:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
NLD:capital_markets,NLD:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
NLD:capital_markets,NLD:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
SGP:banking,SGP:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
SGP:banking,SGP:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
SGP:insurance,SGP:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
SGP:insurance,SGP:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
SGP:capital_markets,SGP:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
SGP:capital_markets,SGP:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
USA:banking,USA:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
USA:banking,USA:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
USA:insurance,USA:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
USA:insurance,USA:capital_markets,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
USA:capital_markets,USA:banking,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
USA:capital_markets,USA:insurance,intra_country_finance,financial,0.65,0,0.7,0.2,0.2,4.0,hardcoded: financial sector cross-coupling per country
CHN:electronics,JPN:electronics,trade,electronics,0.7477,33917878580.3,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8471&y=2019;https://comtrade.
CHN:electronics,TWN:electronics,trade,electronics,0.7391,7267792626.61,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019;https://comtrade.
CHN:electronics,THA:electronics,trade,electronics,0.6064,7196828659.58,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8471&y=2019;https://comtrade.
CHN:electronics,VNM:electronics,trade,electronics,0.5552,10639606820.33,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8471&y=2019;https://comtrade.
CHN:electronics,MEX:electronics,trade,electronics,0.5452,14492365680.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8471&y=2019;https://comtrade.
CHN:electronics,USA:electronics,trade,electronics,0.5411,117377305036.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8471&y=2019;https://comtrade.
CHN:electronics,KOR:electronics,trade,electronics,0.5336,11305692226.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8471&y=2019;https://comtrade.
USA:automotive,MEX:automotive,trade,automotive,0.486,19011552540.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019;https://comtrade.
CHN:electronics,DEU:electronics,trade,electronics,0.4826,25794905234.91,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019;https://comtrade.
CHN:electronics,MYS:electronics,trade,electronics,0.4786,3456279018.93,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8471&y=2019;https://comtrade.
CHN:electronics,IND:electronics,trade,electronics,0.4344,9688881484.38,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019;https://comtrade.
MYS:semiconductors,USA:semiconductors,trade,semiconductors,0.422,18736376250.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8541&y=2019;https://comtrade.
CHN:semiconductors,KOR:semiconductors,trade,semiconductors,0.409,16646898353.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8541&y=2019;https://comtrade.
DEU:automotive,KOR:automotive,trade,automotive,0.3842,5888002012.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8703&y=2019;https://comtrade.
KOR:electronics,VNM:electronics,trade,electronics,0.382,6095151235.51,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8517&y=2019
JPN:automotive,THA:automotive,trade,automotive,0.3753,3198340530.56,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8703&y=2019;https://comtrade.
CHN:automotive,JPN:automotive,trade,automotive,0.3707,3014538201.78,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8708&y=2019
CHN:electronics,CHN:electronics,trade,electronics,0.3535,26149528951.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8471&y=2019;https://comtrade.
BRA:automotive,IND:automotive,trade,automotive,0.3447,22258735.45,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8704&y=2019
MEX:automotive,USA:automotive,trade,automotive,0.3192,90077348859.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8703&y=2019;https://comtrade.
DEU:automotive,CHN:automotive,trade,automotive,0.3061,22474260405.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8703&y=2019;https://comtrade.
DEU:automotive,JPN:automotive,trade,automotive,0.2969,6152524194.02,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019;https://comtrade.
CHN:automotive,KOR:automotive,trade,automotive,0.2882,1214310031.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8704&y=2019;https://comtrade.
VNM:electronics,KOR:electronics,trade,electronics,0.2851,6039964077.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8471&y=2019;https://comtrade.
VNM:electronics,CHN:electronics,trade,electronics,0.2754,11742585932.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8517&y=2019
CHN:semiconductors,TWN:semiconductors,trade,semiconductors,0.2667,14969696258.41,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8541&y=2019;https://comtrade.
DEU:electronics,CHN:electronics,trade,electronics,0.2649,208239378.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8528&y=2019
MYS:semiconductors,NLD:semiconductors,trade,semiconductors,0.2623,4236276433.34,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8541&y=2019;https://comtrade.
JPN:automotive,CHN:automotive,trade,automotive,0.2457,17764303725.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8703&y=2019;https://comtrade.
KOR:automotive,IND:automotive,trade,automotive,0.2115,886116892.13,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8708&y=2019
MEX:electronics,USA:electronics,trade,electronics,0.2071,44921891431.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8471&y=2019;https://comtrade.
KOR:semiconductors,CHN:semiconductors,trade,semiconductors,0.1956,65035604256.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8541&y=2019;https://comtrade.
CHN:semiconductors,JPN:semiconductors,trade,semiconductors,0.188,4412095549.06,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8541&y=2019;https://comtrade.
CAN:automotive,USA:automotive,trade,automotive,0.1806,50982291107.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8703&y=2019;https://comtrade.
CHN:automotive,IND:automotive,trade,automotive,0.1786,760066762.59,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8704&y=2019;https://comtrade.
DEU:semiconductors,NLD:semiconductors,trade,semiconductors,0.1726,2788100432.22,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8541&y=2019;https://comtrade.
JPN:automotive,USA:automotive,trade,automotive,0.1709,48233494010.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8703&y=2019;https://comtrade.
MYS:electronics,VNM:electronics,trade,electronics,0.1696,544081851.17,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8471&y=2019;https://comtrade.
HKG:electronics,IND:electronics,trade,electronics,0.1669,3722141469.27,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019;https://comtrade.
VNM:electronics,IND:electronics,trade,electronics,0.166,2577202805.98,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8517&y=2019;https://comtrade.
CHN:semiconductors,DEU:semiconductors,trade,semiconductors,0.16,3808064946.47,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8541&y=2019;https://comtrade.
CHN:semiconductors,MYS:semiconductors,trade,semiconductors,0.1563,5466564055.08,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8541&y=2019;https://comtrade.
GBR:automotive,IND:automotive,trade,automotive,0.1506,43102316.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8703&y=2019;https://comtrade.
VNM:electronics,THA:electronics,trade,electronics,0.1479,1157713171.82,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8517&y=2019;https://comtrade.
DEU:automotive,IND:automotive,trade,automotive,0.1475,650880802.39,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8703&y=2019;https://comtrade.
MYS:semiconductors,DEU:semiconductors,trade,semiconductors,0.1467,3492894726.34,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8541&y=2019;https://comtrade.
SGP:semiconductors,MYS:semiconductors,trade,semiconductors,0.1442,5043690485.35,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8541&y=2019;https://comtrade.
USA:semiconductors,MYS:semiconductors,trade,semiconductors,0.1437,5025043174.21,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8541&y=2019;https://comtrade.
USA:automotive,CHN:automotive,trade,automotive,0.1429,10494652128.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8703&y=2019;https://comtrade.
KOR:semiconductors,TWN:semiconductors,trade,semiconductors,0.1425,7661717832.51,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8542&y=2019
CHN:semiconductors,CHN:semiconductors,trade,semiconductors,0.14,46568922087.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8541&y=2019;https://comtrade.
USA:automotive,KOR:automotive,trade,automotive,0.1383,2119663739.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8703&y=2019;https://comtrade.
CHN:automotive,USA:automotive,trade,automotive,0.1378,9592845098.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8708&y=2019
VNM:electronics,USA:electronics,trade,electronics,0.1362,13881032981.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8517&y=2019
JPN:semiconductors,TWN:semiconductors,trade,semiconductors,0.1313,7372817578.42,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8541&y=2019;https://comtrade.
THA:electronics,CHN:electronics,trade,electronics,0.131,9583533257.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8471&y=2019;https://comtrade.
USA:semiconductors,JPN:semiconductors,trade,semiconductors,0.13,2406207638.37,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8542&y=2019
THA:automotive,JPN:automotive,trade,automotive,0.1293,1109646820.41,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8704&y=2019;https://comtrade.
JPN:automotive,KOR:automotive,trade,automotive,0.1267,1942159123.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8703&y=2019;https://comtrade.
USA:semiconductors,DEU:semiconductors,trade,semiconductors,0.1258,2995327830.3,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8541&y=2019;https://comtrade.
IND:automotive,MEX:automotive,trade,automotive,0.124,1223996374.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019
IRL:semiconductors,NLD:semiconductors,trade,semiconductors,0.1229,1646653261.03,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8542&y=2019
USA:electronics,MEX:electronics,trade,electronics,0.1227,3260695591.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8471&y=2019;https://comtrade.
CHN:automotive,THA:automotive,trade,automotive,0.1209,1030523710.01,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8703&y=2019;https://comtrade.
HKG:electronics,MYS:electronics,trade,electronics,0.1196,814191272.13,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8471&y=2019;https://comtrade.
GBR:automotive,JPN:automotive,trade,automotive,0.1077,1355095558.76,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019;https://comtrade.
ESP:automotive,DEU:automotive,trade,automotive,0.1029,12392134001.76,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019;https://comtrade.
THA:electronics,THA:electronics,trade,electronics,0.1024,1116828182.33,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8471&y=2019;https://comtrade.
MYS:semiconductors,CHN:semiconductors,trade,semiconductors,0.1008,33518676285.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8541&y=2019;https://comtrade.
KOR:semiconductors,NLD:semiconductors,trade,semiconductors,0.1,275404984.37,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8541&y=2019
JPN:automotive,IND:automotive,trade,automotive,0.0993,416271514.79,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8708&y=2019
VNM:electronics,DEU:electronics,trade,electronics,0.0973,2239339608.35,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8517&y=2019
CHN:semiconductors,NLD:semiconductors,trade,semiconductors,0.097,1566551442.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8541&y=2019;https://comtrade.
DEU:automotive,USA:automotive,trade,automotive,0.09,22423016680.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8703&y=2019;https://comtrade.
CHN:automotive,MEX:automotive,trade,automotive,0.0893,3307313675.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019;https://comtrade.
USA:automotive,DEU:automotive,trade,automotive,0.0878,6365533088.91,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019
SGP:electronics,IND:electronics,trade,electronics,0.087,1940554072.23,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019;https://comtrade.
JPN:semiconductors,KOR:semiconductors,trade,semiconductors,0.0868,3531272430.0,0.6,0.3,0.2,8.0,comtrade_edges.csv: https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8541&y=2019;https://comtrade.
