event_id,event_name,country,sector,geds_node_id,node_in_graph
2,Argentine Sovereign Default & Currency Crisis,BOL,manufacturing,BOL:manufacturing,False
3,SARS Epidemic,CHN,tourism,CHN:tourism,False
3,SARS Epidemic,CHN,consumer_goods,CHN:consumer_goods,True
3,SARS Epidemic,CHN,aerospace,CHN:aerospace,False
3,SARS Epidemic,HKG,tourism,HKG:tourism,False
3,SARS Epidemic,HKG,consumer_goods,HKG:consumer_goods,False
3,SARS Epidemic,HKG,aerospace,HKG:aerospace,False
3,SARS Epidemic,TWN,tourism,TWN:tourism,False
3,SARS Epidemic,TWN,consumer_goods,TWN:consumer_goods,False
3,SARS Epidemic,TWN,aerospace,TWN:aerospace,False
3,SARS Epidemic,SGP,tourism,SGP:tourism,False
3,SARS Epidemic,SGP,consumer_goods,SGP:consumer_goods,False
3,SARS Epidemic,SGP,aerospace,SGP:aerospace,False
3,SARS Epidemic,CAN,tourism,CAN:tourism,False
3,SARS Epidemic,CAN,consumer_goods,CAN:consumer_goods,False
3,SARS Epidemic,CAN,aerospace,CAN:aerospace,False
4,Iraq War & Associated Oil Price Spike,USA,energy,USA:energy,False
4,Iraq War & Associated Oil Price Spike,USA,defense,USA:defense,False
4,Iraq War & Associated Oil Price Spike,USA,government,USA:government,False
4,Iraq War & Associated Oil Price Spike,USA,shipping,USA:shipping,True
4,Iraq War & Associated Oil Price Spike,USA,agriculture,USA:agriculture,False
4,Iraq War & Associated Oil Price Spike,IRQ,energy,IRQ:energy,False
4,Iraq War & Associated Oil Price Spike,IRQ,defense,IRQ:defense,False
4,Iraq War & Associated Oil Price Spike,IRQ,government,IRQ:government,False
4,Iraq War & Associated Oil Price Spike,IRQ,shipping,IRQ:shipping,False
4,Iraq War & Associated Oil Price Spike,IRQ,agriculture,IRQ:agriculture,False
5,Indian Ocean Earthquake and Tsunami,IDN,agriculture,IDN:agriculture,False
5,Indian Ocean Earthquake and Tsunami,IDN,tourism,IDN:tourism,False
5,Indian Ocean Earthquake and Tsunami,IDN,construction,IDN:construction,False
5,Indian Ocean Earthquake and Tsunami,IDN,real_estate,IDN:real_estate,False
5,Indian Ocean Earthquake and Tsunami,LKA,agriculture,LKA:agriculture,False
5,Indian Ocean Earthquake and Tsunami,LKA,tourism,LKA:tourism,False
5,Indian Ocean Earthquake and Tsunami,LKA,construction,LKA:construction,False
5,Indian Ocean Earthquake and Tsunami,LKA,real_estate,LKA:real_estate,False
5,Indian Ocean Earthquake and Tsunami,IND,agriculture,IND:agriculture,False
5,Indian Ocean Earthquake and Tsunami,IND,tourism,IND:tourism,False
5,Indian Ocean Earthquake and Tsunami,IND,construction,IND:construction,False
5,Indian Ocean Earthquake and Tsunami,IND,real_estate,IND:real_estate,False
5,Indian Ocean Earthquake and Tsunami,THA,agriculture,THA:agriculture,False
5,Indian Ocean Earthquake and Tsunami,THA,tourism,THA:tourism,False
5,Indian Ocean Earthquake and Tsunami,THA,construction,THA:construction,False
5,Indian Ocean Earthquake and Tsunami,THA,real_estate,THA:real_estate,False
5,Indian Ocean Earthquake and Tsunami,MDV,agriculture,MDV:agriculture,False
5,Indian Ocean Earthquake and Tsunami,MDV,tourism,MDV:tourism,False
5,Indian Ocean Earthquake and Tsunami,MDV,construction,MDV:construction,False
5,Indian Ocean Earthquake and Tsunami,MDV,real_estate,MDV:real_estate,False
5,Indian Ocean Earthquake and Tsunami,MMR,agriculture,MMR:agriculture,False
5,Indian Ocean Earthquake and Tsunami,MMR,tourism,MMR:tourism,False
5,Indian Ocean Earthquake and Tsunami,MMR,construction,MMR:construction,False
5,Indian Ocean Earthquake and Tsunami,MMR,real_estate,MMR:real_estate,False
5,Indian Ocean Earthquake and Tsunami,MYS,agriculture,MYS:agriculture,False
5,Indian Ocean Earthquake and Tsunami,MYS,tourism,MYS:tourism,False
5,Indian Ocean Earthquake and Tsunami,MYS,construction,MYS:construction,False
5,Indian Ocean Earthquake and Tsunami,MYS,real_estate,MYS:real_estate,False
5,Indian Ocean Earthquake and Tsunami,SOM,agriculture,SOM:agriculture,False
5,Indian Ocean Earthquake and Tsunami,SOM,tourism,SOM:tourism,False
5,Indian Ocean Earthquake and Tsunami,SOM,construction,SOM:construction,False
5,Indian Ocean Earthquake and Tsunami,SOM,real_estate,SOM:real_estate,False
5,Indian Ocean Earthquake and Tsunami,KEN,agriculture,KEN:agriculture,False
5,Indian Ocean Earthquake and Tsunami,KEN,tourism,KEN:tourism,False
5,Indian Ocean Earthquake and Tsunami,KEN,construction,KEN:construction,False
5,Indian Ocean Earthquake and Tsunami,KEN,real_estate,KEN:real_estate,False
5,Indian Ocean Earthquake and Tsunami,BGD,agriculture,BGD:agriculture,False
5,Indian Ocean Earthquake and Tsunami,BGD,tourism,BGD:tourism,False
5,Indian Ocean Earthquake and Tsunami,BGD,construction,BGD:construction,False
5,Indian Ocean Earthquake and Tsunami,BGD,real_estate,BGD:real_estate,False
5,Indian Ocean Earthquake and Tsunami,SYC,agriculture,SYC:agriculture,False
5,Indian Ocean Earthquake and Tsunami,SYC,tourism,SYC:tourism,False
5,Indian Ocean Earthquake and Tsunami,SYC,construction,SYC:construction,False
5,Indian Ocean Earthquake and Tsunami,SYC,real_estate,SYC:real_estate,False
6,Hurricane Katrina & Rita,USA,energy,USA:energy,False
6,Hurricane Katrina & Rita,USA,shipping,USA:shipping,True
6,Hurricane Katrina & Rita,USA,financial,USA:financial,False
6,Hurricane Katrina & Rita,USA,real_estate,USA:real_estate,False
6,Hurricane Katrina & Rita,USA,tourism,USA:tourism,False
7,Global Financial Crisis,,,,False
8,H1N1 Swine Flu Pandemic,,,,False
9,European Sovereign Debt Crisis,GRC,financial,GRC:financial,False
9,European Sovereign Debt Crisis,GRC,government,GRC:government,False
9,European Sovereign Debt Crisis,PRT,financial,PRT:financial,False
9,European Sovereign Debt Crisis,PRT,government,PRT:government,False
9,European Sovereign Debt Crisis,IRL,financial,IRL:financial,False
9,European Sovereign Debt Crisis,IRL,government,IRL:government,False
9,European Sovereign Debt Crisis,ESP,financial,ESP:financial,False
9,European Sovereign Debt Crisis,ESP,government,ESP:government,False
9,European Sovereign Debt Crisis,CYP,financial,CYP:financial,False
9,European Sovereign Debt Crisis,CYP,government,CYP:government,False
9,European Sovereign Debt Crisis,DEU,financial,DEU:financial,False
9,European Sovereign Debt Crisis,DEU,government,DEU:government,False
9,European Sovereign Debt Crisis,FRA,financial,FRA:financial,False
9,European Sovereign Debt Crisis,FRA,government,FRA:government,False
9,European Sovereign Debt Crisis,ITA,financial,ITA:financial,False
9,European Sovereign Debt Crisis,ITA,government,ITA:government,False
9,European Sovereign Debt Crisis,NLD,financial,NLD:financial,False
9,European Sovereign Debt Crisis,NLD,government,NLD:government,False
9,European Sovereign Debt Crisis,BEL,financial,BEL:financial,False
9,European Sovereign Debt Crisis,BEL,government,BEL:government,False
10,Arab Spring Political Upheaval,TUN,energy,TUN:energy,False
10,Arab Spring Political Upheaval,TUN,tourism,TUN:tourism,False
10,Arab Spring Political Upheaval,TUN,government,TUN:government,False
10,Arab Spring Political Upheaval,TUN,agriculture,TUN:agriculture,False
10,Arab Spring Political Upheaval,EGY,energy,EGY:energy,False
10,Arab Spring Political Upheaval,EGY,tourism,EGY:tourism,False
10,Arab Spring Political Upheaval,EGY,government,EGY:government,False
10,Arab Spring Political Upheaval,EGY,agriculture,EGY:agriculture,False
10,Arab Spring Political Upheaval,LBY,energy,LBY:energy,False
10,Arab Spring Political Upheaval,LBY,tourism,LBY:tourism,False
10,Arab Spring Political Upheaval,LBY,government,LBY:government,False
10,Arab Spring Political Upheaval,LBY,agriculture,LBY:agriculture,False
10,Arab Spring Political Upheaval,YEM,energy,YEM:energy,False
10,Arab Spring Political Upheaval,YEM,tourism,YEM:tourism,False
10,Arab Spring Political Upheaval,YEM,government,YEM:government,False
10,Arab Spring Political Upheaval,YEM,agriculture,YEM:agriculture,False
10,Arab Spring Political Upheaval,SYR,energy,SYR:energy,False
10,Arab Spring Political Upheaval,SYR,tourism,SYR:tourism,False
10,Arab Spring Political Upheaval,SYR,government,SYR:government,False
10,Arab Spring Political Upheaval,SYR,agriculture,SYR:agriculture,False
10,Arab Spring Political Upheaval,BHR,energy,BHR:energy,False
10,Arab Spring Political Upheaval,BHR,tourism,BHR:tourism,False
10,Arab Spring Political Upheaval,BHR,government,BHR:government,False
10,Arab Spring Political Upheaval,BHR,agriculture,BHR:agriculture,False
10,Arab Spring Political Upheaval,SAU,energy,SAU:energy,False
10,Arab Spring Political Upheaval,SAU,tourism,SAU:tourism,False
10,Arab Spring Political Upheaval,SAU,government,SAU:government,False
10,Arab Spring Political Upheaval,SAU,agriculture,SAU:agriculture,False
10,Arab Spring Political Upheaval,ARE,energy,ARE:energy,False
10,Arab Spring Political Upheaval,ARE,tourism,ARE:tourism,False
10,Arab Spring Political Upheaval,ARE,government,ARE:government,False
10,Arab Spring Political Upheaval,ARE,agriculture,ARE:agriculture,False
10,Arab Spring Political Upheaval,ISR,energy,ISR:energy,False
10,Arab Spring Political Upheaval,ISR,tourism,ISR:tourism,False
10,Arab Spring Political Upheaval,ISR,government,ISR:government,False
10,Arab Spring Political Upheaval,ISR,agriculture,ISR:agriculture,False
10,Arab Spring Political Upheaval,TUR,energy,TUR:energy,False
10,Arab Spring Political Upheaval,TUR,tourism,TUR:tourism,False
10,Arab Spring Political Upheaval,TUR,government,TUR:government,False
10,Arab Spring Political Upheaval,TUR,agriculture,TUR:agriculture,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",JPN,automotive,JPN:automotive,True
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",JPN,electronics,JPN:electronics,True
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",JPN,energy,JPN:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",JPN,chemicals,JPN:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",JPN,manufacturing,JPN:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",USA,automotive,USA:automotive,True
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",USA,electronics,USA:electronics,True
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",USA,energy,USA:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",USA,chemicals,USA:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",USA,manufacturing,USA:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",DEU,automotive,DEU:automotive,True
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",DEU,electronics,DEU:electronics,True
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",DEU,energy,DEU:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",DEU,chemicals,DEU:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",DEU,manufacturing,DEU:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",FRA,automotive,FRA:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",FRA,electronics,FRA:electronics,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",FRA,energy,FRA:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",FRA,chemicals,FRA:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",FRA,manufacturing,FRA:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",ITA,automotive,ITA:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",ITA,electronics,ITA:electronics,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",ITA,energy,ITA:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",ITA,chemicals,ITA:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",ITA,manufacturing,ITA:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",ESP,automotive,ESP:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",ESP,electronics,ESP:electronics,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",ESP,energy,ESP:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",ESP,chemicals,ESP:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",ESP,manufacturing,ESP:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",NLD,automotive,NLD:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",NLD,electronics,NLD:electronics,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",NLD,energy,NLD:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",NLD,chemicals,NLD:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",NLD,manufacturing,NLD:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",POL,automotive,POL:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",POL,electronics,POL:electronics,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",POL,energy,POL:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",POL,chemicals,POL:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",POL,manufacturing,POL:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",BEL,automotive,BEL:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",BEL,electronics,BEL:electronics,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",BEL,energy,BEL:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",BEL,chemicals,BEL:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",BEL,manufacturing,BEL:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",IDN,automotive,IDN:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",IDN,electronics,IDN:electronics,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",IDN,energy,IDN:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",IDN,chemicals,IDN:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",IDN,manufacturing,IDN:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",THA,automotive,THA:automotive,True
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",THA,electronics,THA:electronics,True
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",THA,energy,THA:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",THA,chemicals,THA:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",THA,manufacturing,THA:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",VNM,automotive,VNM:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",VNM,electronics,VNM:electronics,True
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",VNM,energy,VNM:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",VNM,chemicals,VNM:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",VNM,manufacturing,VNM:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",MYS,automotive,MYS:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",MYS,electronics,MYS:electronics,True
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",MYS,energy,MYS:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",MYS,chemicals,MYS:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",MYS,manufacturing,MYS:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",PHL,automotive,PHL:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",PHL,electronics,PHL:electronics,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",PHL,energy,PHL:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",PHL,chemicals,PHL:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",PHL,manufacturing,PHL:manufacturing,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",SGP,automotive,SGP:automotive,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",SGP,electronics,SGP:electronics,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",SGP,energy,SGP:energy,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",SGP,chemicals,SGP:chemicals,False
11,"Tōhoku Earthquake, Tsunami & Fukushima Nuclear Crisis",SGP,manufacturing,SGP:manufacturing,False
12,Russia Crimea Annexation & Western Sanctions,RUS,energy,RUS:energy,False
12,Russia Crimea Annexation & Western Sanctions,RUS,financial,RUS:financial,False
12,Russia Crimea Annexation & Western Sanctions,RUS,defense,RUS:defense,False
12,Russia Crimea Annexation & Western Sanctions,RUS,technology,RUS:technology,False
12,Russia Crimea Annexation & Western Sanctions,UKR,energy,UKR:energy,False
12,Russia Crimea Annexation & Western Sanctions,UKR,financial,UKR:financial,False
12,Russia Crimea Annexation & Western Sanctions,UKR,defense,UKR:defense,False
12,Russia Crimea Annexation & Western Sanctions,UKR,technology,UKR:technology,False
12,Russia Crimea Annexation & Western Sanctions,DEU,energy,DEU:energy,False
12,Russia Crimea Annexation & Western Sanctions,DEU,financial,DEU:financial,False
12,Russia Crimea Annexation & Western Sanctions,DEU,defense,DEU:defense,False
12,Russia Crimea Annexation & Western Sanctions,DEU,technology,DEU:technology,False
12,Russia Crimea Annexation & Western Sanctions,FRA,energy,FRA:energy,False
12,Russia Crimea Annexation & Western Sanctions,FRA,financial,FRA:financial,False
12,Russia Crimea Annexation & Western Sanctions,FRA,defense,FRA:defense,False
12,Russia Crimea Annexation & Western Sanctions,FRA,technology,FRA:technology,False
12,Russia Crimea Annexation & Western Sanctions,ITA,energy,ITA:energy,False
12,Russia Crimea Annexation & Western Sanctions,ITA,financial,ITA:financial,False
12,Russia Crimea Annexation & Western Sanctions,ITA,defense,ITA:defense,False
12,Russia Crimea Annexation & Western Sanctions,ITA,technology,ITA:technology,False
12,Russia Crimea Annexation & Western Sanctions,ESP,energy,ESP:energy,False
12,Russia Crimea Annexation & Western Sanctions,ESP,financial,ESP:financial,False
12,Russia Crimea Annexation & Western Sanctions,ESP,defense,ESP:defense,False
12,Russia Crimea Annexation & Western Sanctions,ESP,technology,ESP:technology,False
12,Russia Crimea Annexation & Western Sanctions,NLD,energy,NLD:energy,False
12,Russia Crimea Annexation & Western Sanctions,NLD,financial,NLD:financial,False
12,Russia Crimea Annexation & Western Sanctions,NLD,defense,NLD:defense,False
12,Russia Crimea Annexation & Western Sanctions,NLD,technology,NLD:technology,False
12,Russia Crimea Annexation & Western Sanctions,POL,energy,POL:energy,False
12,Russia Crimea Annexation & Western Sanctions,POL,financial,POL:financial,False
12,Russia Crimea Annexation & Western Sanctions,POL,defense,POL:defense,False
12,Russia Crimea Annexation & Western Sanctions,POL,technology,POL:technology,False
12,Russia Crimea Annexation & Western Sanctions,BEL,energy,BEL:energy,False
12,Russia Crimea Annexation & Western Sanctions,BEL,financial,BEL:financial,False
12,Russia Crimea Annexation & Western Sanctions,BEL,defense,BEL:defense,False
12,Russia Crimea Annexation & Western Sanctions,BEL,technology,BEL:technology,False
12,Russia Crimea Annexation & Western Sanctions,ROU,energy,ROU:energy,False
12,Russia Crimea Annexation & Western Sanctions,ROU,financial,ROU:financial,False
12,Russia Crimea Annexation & Western Sanctions,ROU,defense,ROU:defense,False
12,Russia Crimea Annexation & Western Sanctions,ROU,technology,ROU:technology,False
12,Russia Crimea Annexation & Western Sanctions,HUN,energy,HUN:energy,False
12,Russia Crimea Annexation & Western Sanctions,HUN,financial,HUN:financial,False
12,Russia Crimea Annexation & Western Sanctions,HUN,defense,HUN:defense,False
12,Russia Crimea Annexation & Western Sanctions,HUN,technology,HUN:technology,False
12,Russia Crimea Annexation & Western Sanctions,CZE,energy,CZE:energy,False
12,Russia Crimea Annexation & Western Sanctions,CZE,financial,CZE:financial,False
12,Russia Crimea Annexation & Western Sanctions,CZE,defense,CZE:defense,False
12,Russia Crimea Annexation & Western Sanctions,CZE,technology,CZE:technology,False
13,Nepal Earthquake,NPL,construction,NPL:construction,False
13,Nepal Earthquake,NPL,tourism,NPL:tourism,False
13,Nepal Earthquake,NPL,agriculture,NPL:agriculture,False
13,Nepal Earthquake,NPL,energy,NPL:energy,False
14,China Stock Market Crash,CHN,financial,CHN:financial,False
14,China Stock Market Crash,CHN,commodities,CHN:commodities,False
14,China Stock Market Crash,CHN,consumer_goods,CHN:consumer_goods,True
15,UK Brexit Referendum and Departure,GBR,financial,GBR:financial,False
15,UK Brexit Referendum and Departure,GBR,automotive,GBR:automotive,False
15,UK Brexit Referendum and Departure,GBR,healthcare,GBR:healthcare,False
15,UK Brexit Referendum and Departure,GBR,agriculture,GBR:agriculture,False
15,UK Brexit Referendum and Departure,DEU,financial,DEU:financial,False
15,UK Brexit Referendum and Departure,DEU,automotive,DEU:automotive,True
15,UK Brexit Referendum and Departure,DEU,healthcare,DEU:healthcare,False
15,UK Brexit Referendum and Departure,DEU,agriculture,DEU:agriculture,False
15,UK Brexit Referendum and Departure,FRA,financial,FRA:financial,False
15,UK Brexit Referendum and Departure,FRA,automotive,FRA:automotive,False
15,UK Brexit Referendum and Departure,FRA,healthcare,FRA:healthcare,False
15,UK Brexit Referendum and Departure,FRA,agriculture,FRA:agriculture,False
15,UK Brexit Referendum and Departure,ITA,financial,ITA:financial,False
15,UK Brexit Referendum and Departure,ITA,automotive,ITA:automotive,False
15,UK Brexit Referendum and Departure,ITA,healthcare,ITA:healthcare,False
15,UK Brexit Referendum and Departure,ITA,agriculture,ITA:agriculture,False
15,UK Brexit Referendum and Departure,ESP,financial,ESP:financial,False
15,UK Brexit Referendum and Departure,ESP,automotive,ESP:automotive,False
15,UK Brexit Referendum and Departure,ESP,healthcare,ESP:healthcare,False
15,UK Brexit Referendum and Departure,ESP,agriculture,ESP:agriculture,False
15,UK Brexit Referendum and Departure,NLD,financial,NLD:financial,False
15,UK Brexit Referendum and Departure,NLD,automotive,NLD:automotive,False
15,UK Brexit Referendum and Departure,NLD,healthcare,NLD:healthcare,False
15,UK Brexit Referendum and Departure,NLD,agriculture,NLD:agriculture,False
15,UK Brexit Referendum and Departure,POL,financial,POL:financial,False
15,UK Brexit Referendum and Departure,POL,automotive,POL:automotive,False
15,UK Brexit Referendum and Departure,POL,healthcare,POL:healthcare,False
15,UK Brexit Referendum and Departure,POL,agriculture,POL:agriculture,False
15,UK Brexit Referendum and Departure,BEL,financial,BEL:financial,False
15,UK Brexit Referendum and Departure,BEL,automotive,BEL:automotive,False
15,UK Brexit Referendum and Departure,BEL,healthcare,BEL:healthcare,False
15,UK Brexit Referendum and Departure,BEL,agriculture,BEL:agriculture,False
16,US–China Trade War,USA,agriculture,USA:agriculture,False
16,US–China Trade War,USA,manufacturing,USA:manufacturing,False
16,US–China Trade War,USA,technology,USA:technology,False
16,US–China Trade War,USA,metals,USA:metals,False
16,US–China Trade War,USA,chemicals,USA:chemicals,False
16,US–China Trade War,CHN,agriculture,CHN:agriculture,False
16,US–China Trade War,CHN,manufacturing,CHN:manufacturing,False
16,US–China Trade War,CHN,technology,CHN:technology,False
16,US–China Trade War,CHN,metals,CHN:metals,False
16,US–China Trade War,CHN,chemicals,CHN:chemicals,False
16,US–China Trade War,VNM,agriculture,VNM:agriculture,False
16,US–China Trade War,VNM,manufacturing,VNM:manufacturing,False
16,US–China Trade War,VNM,technology,VNM:technology,False
16,US–China Trade War,VNM,metals,VNM:metals,False
16,US–China Trade War,VNM,chemicals,VNM:chemicals,False
16,US–China Trade War,MEX,agriculture,MEX:agriculture,False
16,US–China Trade War,MEX,manufacturing,MEX:manufacturing,False
16,US–China Trade War,MEX,technology,MEX:technology,False
16,US–China Trade War,MEX,metals,MEX:metals,False
16,US–China Trade War,MEX,chemicals,MEX:chemicals,False
16,US–China Trade War,KOR,agriculture,KOR:agriculture,False
16,US–China Trade War,KOR,manufacturing,KOR:manufacturing,False
16,US–China Trade War,KOR,technology,KOR:technology,False
