country_iso3,sector,gdp_share_oecd,trade_share_oecd,value_added_share_wiod,employment_share,confidence,presence_status,evidence_source,conflict_note,note,year_oecd,year_wiod
ARE,consumer_goods,0.150724,0.149882,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=149,877 USD m",2022,
ARE,electronics,0.015688,0.018928,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=19,679 USD m",2022,
ARE,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
ARE,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
ARE,government,0.082360,0.010937,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=58,329 USD m",2022,
ARE,insurance,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
ARE,oil,0.270040,0.363986,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=223,594 USD m",2022,
ARE,ports,0.009116,0.009448,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=7,057 USD m",2022,
ARE,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
ARE,shipping,0.015355,0.026940,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=17,309 USD m",2022,
ARE,telecommunications,0.039841,0.041265,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=37,449 USD m",2022,
ARE,tourism,0.018575,0.062376,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=31,499 USD m",2022,
ARE,utilities,0.048569,0.006013,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=35,446 USD m",2022,
ARG,aerospace,0.000787,0.005229,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=915 USD m,2022,
ARG,agriculture,0.075641,0.132181,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=76,879 USD m",2022,
ARG,automotive,0.012291,0.057184,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=26,022 USD m",2022,
ARG,aviation,0.003328,0.008998,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=6,972 USD m",2022,
ARG,banking,0.027828,0.006278,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=27,833 USD m",2022,
ARG,capital_markets,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
ARG,consumer_goods,0.339736,0.452547,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=376,356 USD m",2022,
ARG,electronics,0.004786,0.010702,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=9,261 USD m",2022,
ARG,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
ARG,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
ARG,government,0.135110,0.014610,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=96,300 USD m",2022,
ARG,insurance,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
ARG,oil,0.026666,0.066433,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=47,987 USD m",2022,
ARG,ports,0.010975,0.015760,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=11,318 USD m",2022,
ARG,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
ARG,shipping,0.019549,0.031427,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=30,485 USD m",2022,
ARG,telecommunications,0.033379,0.037643,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=38,455 USD m",2022,
ARG,tourism,0.020448,0.017138,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=28,800 USD m",2022,
ARG,utilities,0.009388,0.020144,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=21,663 USD m",2022,
AUS,aerospace,0.001357,0.004811,0.002639,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0014 (2022) vs WIOD value_added_share=0.0026 (2014), relative diff=48.58%. Vintages differ.","CONFLICT: OECD gdp_share=0.0014 (2022) vs WIOD value_added_share=0.0026 (2014), relative diff=48.58%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=7,239 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,agriculture,0.027454,0.040018,0.025018,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=98,238 USD m | WIOD: Aggregated from 3 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,automotive,0.002227,0.006661,0.002334,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=10,356 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,aviation,0.004655,0.011321,0.004585,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=21,713 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,banking,0.073535,0.012945,0.064378,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=198,024 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,capital_markets,,,0.016207,,4,DATA_PRESENT,WIOD_2014,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
AUS,consumer_goods,0.129080,0.170254,0.152433,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=467,353 USD m | WIOD: Aggregated from 17 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,electronics,0.004659,0.009870,0.004629,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=14,937 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Country in WIOD but no VA for this GEDS sector,2022,2014
AUS,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: C26 bundles semis; B+D35 bundles gas with oil/utilities,2022,2014
AUS,government,0.099608,0.025523,0.107868,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=263,067 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,insurance,,,0.012236,,4,DATA_PRESENT,WIOD_2014,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
AUS,oil,0.043841,0.133453,0.075207,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0438 (2022) vs WIOD value_added_share=0.0752 (2014), relative diff=41.71%. Vintages differ.","CONFLICT: OECD gdp_share=0.0438 (2022) vs WIOD value_added_share=0.0752 (2014), relative diff=41.71%. Vintages differ. | OECD: Aggregated from 2 OECD ISIC sectors; gross_output=100,549 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,ports,0.017966,0.009887,0.019922,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=62,658 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: C26 bundles semis; B+D35 bundles gas with oil/utilities,2022,2014
AUS,shipping,0.020168,0.020886,0.023053,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=74,542 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,telecommunications,0.040285,0.023107,0.047827,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=146,265 USD m | WIOD: Aggregated from 5 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,tourism,0.023887,0.012290,0.026700,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=78,743 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUS,utilities,0.019921,0.011292,0.026309,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=98,457 USD m | WIOD: Aggregated from 3 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,aerospace,0.003106,0.014887,0.003008,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=4,699 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,agriculture,0.015397,0.011147,0.014025,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=14,760 USD m | WIOD: Aggregated from 3 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,automotive,0.010738,0.056478,0.013189,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=18,867 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,aviation,0.002406,0.009985,0.001611,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0024 (2022) vs WIOD value_added_share=0.0016 (2014), relative diff=33.04%. Vintages differ.","CONFLICT: OECD gdp_share=0.0024 (2022) vs WIOD value_added_share=0.0016 (2014), relative diff=33.04%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=4,384 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,banking,0.047459,0.018822,0.032017,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0475 (2022) vs WIOD value_added_share=0.0320 (2014), relative diff=32.54%. Vintages differ.","CONFLICT: OECD gdp_share=0.0475 (2022) vs WIOD value_added_share=0.0320 (2014), relative diff=32.54%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=35,847 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,capital_markets,,,0.003924,,4,DATA_PRESENT,WIOD_2014,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
AUT,consumer_goods,0.234396,0.392236,0.263701,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=253,311 USD m | WIOD: Aggregated from 17 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,electronics,0.026228,0.079201,0.025318,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=30,393 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Country in WIOD but no VA for this GEDS sector,2022,2014
AUT,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: C26 bundles semis; B+D35 bundles gas with oil/utilities,2022,2014
AUT,government,0.101837,0.012013,0.105898,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=62,125 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,insurance,,,0.010112,,4,DATA_PRESENT,WIOD_2014,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
AUT,oil,0.004440,0.021375,0.005120,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=9,751 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,ports,0.021307,0.015964,0.020944,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=15,604 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: C26 bundles semis; B+D35 bundles gas with oil/utilities,2022,2014
AUT,shipping,0.026940,0.038446,0.028861,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=22,575 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,telecommunications,0.039301,0.037333,0.037762,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=35,186 USD m | WIOD: Aggregated from 5 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,tourism,0.035054,0.015274,0.051583,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0351 (2022) vs WIOD value_added_share=0.0516 (2014), relative diff=32.04%. Vintages differ.","CONFLICT: OECD gdp_share=0.0351 (2022) vs WIOD value_added_share=0.0516 (2014), relative diff=32.04%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=29,893 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
AUT,utilities,0.030059,0.052861,0.027330,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=84,407 USD m | WIOD: Aggregated from 3 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,aerospace,0.001234,0.002203,0.002170,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0012 (2022) vs WIOD value_added_share=0.0022 (2014), relative diff=43.13%. Vintages differ.","CONFLICT: OECD gdp_share=0.0012 (2022) vs WIOD value_added_share=0.0022 (2014), relative diff=43.13%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=2,114 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,agriculture,0.007730,0.012465,0.007026,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=14,986 USD m | WIOD: Aggregated from 3 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,automotive,0.004590,0.029779,0.007938,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0046 (2022) vs WIOD value_added_share=0.0079 (2014), relative diff=42.18%. Vintages differ.","CONFLICT: OECD gdp_share=0.0046 (2022) vs WIOD value_added_share=0.0079 (2014), relative diff=42.18%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=17,077 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,aviation,0.000789,0.006158,0.001155,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0008 (2022) vs WIOD value_added_share=0.0012 (2014), relative diff=31.69%. Vintages differ.","CONFLICT: OECD gdp_share=0.0008 (2022) vs WIOD value_added_share=0.0012 (2014), relative diff=31.69%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=6,006 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,banking,0.058002,0.047637,0.040047,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0580 (2022) vs WIOD value_added_share=0.0400 (2014), relative diff=30.96%. Vintages differ.","CONFLICT: OECD gdp_share=0.0580 (2022) vs WIOD value_added_share=0.0400 (2014), relative diff=30.96%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=72,657 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,capital_markets,,,0.009972,,4,DATA_PRESENT,WIOD_2014,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
BEL,consumer_goods,0.225690,0.403718,0.242070,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=339,003 USD m | WIOD: Aggregated from 17 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,electronics,0.005265,0.014103,0.007169,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=8,835 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Country in WIOD but no VA for this GEDS sector,2022,2014
BEL,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: C26 bundles semis; B+D35 bundles gas with oil/utilities,2022,2014
BEL,government,0.141462,0.013983,0.150547,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=93,792 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,insurance,,,0.011724,,4,DATA_PRESENT,WIOD_2014,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
BEL,oil,0.004189,0.062858,0.003322,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=39,930 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,ports,0.027752,0.038306,0.026824,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=41,789 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
BEL,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: C26 bundles semis; B+D35 bundles gas with oil/utilities,2022,2014
BEL,shipping,0.021207,0.033463,0.020546,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=30,111 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
