country_iso3,sector,present,_source_origin
CHE,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
CHE,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
CHE,tourism,true,denormalized from expanded_graph_nodes_v2.csv
CHE,government,true,denormalized from expanded_graph_nodes_v2.csv
CHN,semiconductors,true,denormalized from expanded_graph_nodes_v2.csv
CHN,automotive,true,denormalized from expanded_graph_nodes_v2.csv
CHN,electronics,true,denormalized from expanded_graph_nodes_v2.csv
CHN,aerospace,true,denormalized from expanded_graph_nodes_v2.csv
CHN,shipping,true,denormalized from expanded_graph_nodes_v2.csv
CHN,energy,true,denormalized from expanded_graph_nodes_v2.csv
CHN,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
CHN,banking,true,denormalized from expanded_graph_nodes_v2.csv
CHN,insurance,true,denormalized from expanded_graph_nodes_v2.csv
CHN,capital_markets,true,denormalized from expanded_graph_nodes_v2.csv
CHN,oil,false,denormalized from expanded_graph_nodes_v2.csv
CHN,gas,true,denormalized from expanded_graph_nodes_v2.csv
CHN,utilities,true,denormalized from expanded_graph_nodes_v2.csv
CHN,aviation,true,denormalized from expanded_graph_nodes_v2.csv
CHN,ports,true,denormalized from expanded_graph_nodes_v2.csv
CHN,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
CHN,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
CHN,tourism,true,denormalized from expanded_graph_nodes_v2.csv
CHN,government,true,denormalized from expanded_graph_nodes_v2.csv
DEU,semiconductors,true,denormalized from expanded_graph_nodes_v2.csv
DEU,automotive,true,denormalized from expanded_graph_nodes_v2.csv
DEU,electronics,true,denormalized from expanded_graph_nodes_v2.csv
DEU,aerospace,true,denormalized from expanded_graph_nodes_v2.csv
DEU,shipping,true,denormalized from expanded_graph_nodes_v2.csv
DEU,energy,false,denormalized from expanded_graph_nodes_v2.csv
DEU,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
DEU,banking,true,denormalized from expanded_graph_nodes_v2.csv
DEU,insurance,true,denormalized from expanded_graph_nodes_v2.csv
DEU,capital_markets,true,denormalized from expanded_graph_nodes_v2.csv
DEU,oil,false,denormalized from expanded_graph_nodes_v2.csv
DEU,gas,true,denormalized from expanded_graph_nodes_v2.csv
DEU,utilities,true,denormalized from expanded_graph_nodes_v2.csv
DEU,aviation,true,denormalized from expanded_graph_nodes_v2.csv
DEU,ports,true,denormalized from expanded_graph_nodes_v2.csv
DEU,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
DEU,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
DEU,tourism,true,denormalized from expanded_graph_nodes_v2.csv
DEU,government,true,denormalized from expanded_graph_nodes_v2.csv
EGY,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
EGY,automotive,false,denormalized from expanded_graph_nodes_v2.csv
EGY,electronics,false,denormalized from expanded_graph_nodes_v2.csv
EGY,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
EGY,shipping,true,denormalized from expanded_graph_nodes_v2.csv
EGY,energy,false,denormalized from expanded_graph_nodes_v2.csv
EGY,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
EGY,banking,true,denormalized from expanded_graph_nodes_v2.csv
EGY,insurance,false,denormalized from expanded_graph_nodes_v2.csv
EGY,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
EGY,oil,false,denormalized from expanded_graph_nodes_v2.csv
EGY,gas,true,denormalized from expanded_graph_nodes_v2.csv
EGY,utilities,true,denormalized from expanded_graph_nodes_v2.csv
EGY,aviation,false,denormalized from expanded_graph_nodes_v2.csv
EGY,ports,true,denormalized from expanded_graph_nodes_v2.csv
EGY,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
EGY,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
EGY,tourism,true,denormalized from expanded_graph_nodes_v2.csv
EGY,government,true,denormalized from expanded_graph_nodes_v2.csv
ESP,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
ESP,automotive,true,denormalized from expanded_graph_nodes_v2.csv
ESP,electronics,false,denormalized from expanded_graph_nodes_v2.csv
ESP,aerospace,true,denormalized from expanded_graph_nodes_v2.csv
ESP,shipping,false,denormalized from expanded_graph_nodes_v2.csv
ESP,energy,false,denormalized from expanded_graph_nodes_v2.csv
ESP,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
ESP,banking,true,denormalized from expanded_graph_nodes_v2.csv
ESP,insurance,false,denormalized from expanded_graph_nodes_v2.csv
ESP,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
ESP,oil,false,denormalized from expanded_graph_nodes_v2.csv
ESP,gas,false,denormalized from expanded_graph_nodes_v2.csv
ESP,utilities,true,denormalized from expanded_graph_nodes_v2.csv
ESP,aviation,true,denormalized from expanded_graph_nodes_v2.csv
ESP,ports,true,denormalized from expanded_graph_nodes_v2.csv
ESP,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
ESP,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
ESP,tourism,true,denormalized from expanded_graph_nodes_v2.csv
ESP,government,true,denormalized from expanded_graph_nodes_v2.csv
ETH,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
ETH,automotive,false,denormalized from expanded_graph_nodes_v2.csv
ETH,electronics,false,denormalized from expanded_graph_nodes_v2.csv
ETH,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
ETH,shipping,false,denormalized from expanded_graph_nodes_v2.csv
ETH,energy,false,denormalized from expanded_graph_nodes_v2.csv
ETH,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
ETH,banking,true,denormalized from expanded_graph_nodes_v2.csv
ETH,insurance,false,denormalized from expanded_graph_nodes_v2.csv
ETH,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
ETH,oil,false,denormalized from expanded_graph_nodes_v2.csv
ETH,gas,false,denormalized from expanded_graph_nodes_v2.csv
ETH,utilities,true,denormalized from expanded_graph_nodes_v2.csv
ETH,aviation,false,denormalized from expanded_graph_nodes_v2.csv
ETH,ports,false,denormalized from expanded_graph_nodes_v2.csv
ETH,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
ETH,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
ETH,tourism,true,denormalized from expanded_graph_nodes_v2.csv
ETH,government,true,denormalized from expanded_graph_nodes_v2.csv
FRA,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
FRA,automotive,true,denormalized from expanded_graph_nodes_v2.csv
FRA,electronics,false,denormalized from expanded_graph_nodes_v2.csv
FRA,aerospace,true,denormalized from expanded_graph_nodes_v2.csv
FRA,shipping,false,denormalized from expanded_graph_nodes_v2.csv
FRA,energy,false,denormalized from expanded_graph_nodes_v2.csv
FRA,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
FRA,banking,true,denormalized from expanded_graph_nodes_v2.csv
FRA,insurance,true,denormalized from expanded_graph_nodes_v2.csv
FRA,capital_markets,true,denormalized from expanded_graph_nodes_v2.csv
FRA,oil,false,denormalized from expanded_graph_nodes_v2.csv
FRA,gas,false,denormalized from expanded_graph_nodes_v2.csv
FRA,utilities,true,denormalized from expanded_graph_nodes_v2.csv
FRA,aviation,true,denormalized from expanded_graph_nodes_v2.csv
FRA,ports,false,denormalized from expanded_graph_nodes_v2.csv
FRA,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
FRA,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
FRA,tourism,true,denormalized from expanded_graph_nodes_v2.csv
FRA,government,true,denormalized from expanded_graph_nodes_v2.csv
GBR,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
GBR,automotive,true,denormalized from expanded_graph_nodes_v2.csv
GBR,electronics,false,denormalized from expanded_graph_nodes_v2.csv
GBR,aerospace,true,denormalized from expanded_graph_nodes_v2.csv
GBR,shipping,true,denormalized from expanded_graph_nodes_v2.csv
GBR,energy,false,denormalized from expanded_graph_nodes_v2.csv
GBR,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
GBR,banking,true,denormalized from expanded_graph_nodes_v2.csv
GBR,insurance,true,denormalized from expanded_graph_nodes_v2.csv
GBR,capital_markets,true,denormalized from expanded_graph_nodes_v2.csv
GBR,oil,false,denormalized from expanded_graph_nodes_v2.csv
GBR,gas,false,denormalized from expanded_graph_nodes_v2.csv
GBR,utilities,true,denormalized from expanded_graph_nodes_v2.csv
GBR,aviation,true,denormalized from expanded_graph_nodes_v2.csv
GBR,ports,false,denormalized from expanded_graph_nodes_v2.csv
GBR,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
GBR,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
GBR,tourism,true,denormalized from expanded_graph_nodes_v2.csv
GBR,government,true,denormalized from expanded_graph_nodes_v2.csv
GRC,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
GRC,automotive,false,denormalized from expanded_graph_nodes_v2.csv
GRC,electronics,false,denormalized from expanded_graph_nodes_v2.csv
GRC,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
GRC,shipping,true,denormalized from expanded_graph_nodes_v2.csv
GRC,energy,false,denormalized from expanded_graph_nodes_v2.csv
GRC,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
GRC,banking,true,denormalized from expanded_graph_nodes_v2.csv
GRC,insurance,false,denormalized from expanded_graph_nodes_v2.csv
GRC,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
GRC,oil,false,denormalized from expanded_graph_nodes_v2.csv
GRC,gas,false,denormalized from expanded_graph_nodes_v2.csv
GRC,utilities,true,denormalized from expanded_graph_nodes_v2.csv
GRC,aviation,false,denormalized from expanded_graph_nodes_v2.csv
GRC,ports,true,denormalized from expanded_graph_nodes_v2.csv
GRC,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
GRC,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
GRC,tourism,true,denormalized from expanded_graph_nodes_v2.csv
GRC,government,true,denormalized from expanded_graph_nodes_v2.csv
HKG,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
HKG,automotive,false,denormalized from expanded_graph_nodes_v2.csv
HKG,electronics,true,denormalized from expanded_graph_nodes_v2.csv
HKG,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
HKG,shipping,true,denormalized from expanded_graph_nodes_v2.csv
HKG,energy,false,denormalized from expanded_graph_nodes_v2.csv
HKG,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
HKG,banking,true,denormalized from expanded_graph_nodes_v2.csv
HKG,insurance,true,denormalized from expanded_graph_nodes_v2.csv
HKG,capital_markets,true,denormalized from expanded_graph_nodes_v2.csv
HKG,oil,false,denormalized from expanded_graph_nodes_v2.csv
HKG,gas,false,denormalized from expanded_graph_nodes_v2.csv
HKG,utilities,true,denormalized from expanded_graph_nodes_v2.csv
HKG,aviation,true,denormalized from expanded_graph_nodes_v2.csv
HKG,ports,true,denormalized from expanded_graph_nodes_v2.csv
HKG,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
HKG,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
HKG,tourism,true,denormalized from expanded_graph_nodes_v2.csv
HKG,government,true,denormalized from expanded_graph_nodes_v2.csv
IDN,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
IDN,automotive,false,denormalized from expanded_graph_nodes_v2.csv
IDN,electronics,false,denormalized from expanded_graph_nodes_v2.csv
IDN,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
IDN,shipping,false,denormalized from expanded_graph_nodes_v2.csv
IDN,energy,false,denormalized from expanded_graph_nodes_v2.csv
IDN,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
IDN,banking,true,denormalized from expanded_graph_nodes_v2.csv
IDN,insurance,false,denormalized from expanded_graph_nodes_v2.csv
IDN,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
IDN,oil,false,denormalized from expanded_graph_nodes_v2.csv
IDN,gas,false,denormalized from expanded_graph_nodes_v2.csv
IDN,utilities,true,denormalized from expanded_graph_nodes_v2.csv
IDN,aviation,false,denormalized from expanded_graph_nodes_v2.csv
IDN,ports,false,denormalized from expanded_graph_nodes_v2.csv
IDN,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
IDN,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
IDN,tourism,true,denormalized from expanded_graph_nodes_v2.csv
IDN,government,true,denormalized from expanded_graph_nodes_v2.csv
IND,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
IND,automotive,true,denormalized from expanded_graph_nodes_v2.csv
IND,electronics,true,denormalized from expanded_graph_nodes_v2.csv
IND,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
IND,shipping,false,denormalized from expanded_graph_nodes_v2.csv
IND,energy,true,denormalized from expanded_graph_nodes_v2.csv
IND,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
IND,banking,true,denormalized from expanded_graph_nodes_v2.csv
IND,insurance,false,denormalized from expanded_graph_nodes_v2.csv
IND,capital_markets,true,denormalized from expanded_graph_nodes_v2.csv
IND,oil,false,denormalized from expanded_graph_nodes_v2.csv
IND,gas,false,denormalized from expanded_graph_nodes_v2.csv
IND,utilities,true,denormalized from expanded_graph_nodes_v2.csv
IND,aviation,true,denormalized from expanded_graph_nodes_v2.csv
IND,ports,true,denormalized from expanded_graph_nodes_v2.csv
IND,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
IND,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
IND,tourism,true,denormalized from expanded_graph_nodes_v2.csv
IND,government,true,denormalized from expanded_graph_nodes_v2.csv
IRL,semiconductors,true,denormalized from expanded_graph_nodes_v2.csv
IRL,automotive,false,denormalized from expanded_graph_nodes_v2.csv
IRL,electronics,false,denormalized from expanded_graph_nodes_v2.csv
IRL,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
IRL,shipping,false,denormalized from expanded_graph_nodes_v2.csv
IRL,energy,false,denormalized from expanded_graph_nodes_v2.csv
IRL,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
IRL,banking,true,denormalized from expanded_graph_nodes_v2.csv
IRL,insurance,false,denormalized from expanded_graph_nodes_v2.csv
IRL,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
IRL,oil,false,denormalized from expanded_graph_nodes_v2.csv
IRL,gas,false,denormalized from expanded_graph_nodes_v2.csv
IRL,utilities,true,denormalized from expanded_graph_nodes_v2.csv
IRL,aviation,false,denormalized from expanded_graph_nodes_v2.csv
IRL,ports,false,denormalized from expanded_graph_nodes_v2.csv
IRL,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
IRL,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
IRL,tourism,true,denormalized from expanded_graph_nodes_v2.csv
IRL,government,true,denormalized from expanded_graph_nodes_v2.csv
IRN,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
IRN,automotive,false,denormalized from expanded_graph_nodes_v2.csv
IRN,electronics,false,denormalized from expanded_graph_nodes_v2.csv
IRN,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
IRN,shipping,false,denormalized from expanded_graph_nodes_v2.csv
IRN,energy,true,denormalized from expanded_graph_nodes_v2.csv
IRN,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
IRN,banking,true,denormalized from expanded_graph_nodes_v2.csv
IRN,insurance,false,denormalized from expanded_graph_nodes_v2.csv
IRN,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
IRN,oil,true,denormalized from expanded_graph_nodes_v2.csv
IRN,gas,true,denormalized from expanded_graph_nodes_v2.csv
IRN,utilities,true,denormalized from expanded_graph_nodes_v2.csv
IRN,aviation,false,denormalized from expanded_graph_nodes_v2.csv
IRN,ports,false,denormalized from expanded_graph_nodes_v2.csv
IRN,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
IRN,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
IRN,tourism,true,denormalized from expanded_graph_nodes_v2.csv
IRN,government,true,denormalized from expanded_graph_nodes_v2.csv
IRQ,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
IRQ,automotive,false,denormalized from expanded_graph_nodes_v2.csv
IRQ,electronics,false,denormalized from expanded_graph_nodes_v2.csv
IRQ,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
IRQ,shipping,false,denormalized from expanded_graph_nodes_v2.csv
IRQ,energy,true,denormalized from expanded_graph_nodes_v2.csv
IRQ,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
IRQ,banking,true,denormalized from expanded_graph_nodes_v2.csv
IRQ,insurance,false,denormalized from expanded_graph_nodes_v2.csv
IRQ,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
IRQ,oil,true,denormalized from expanded_graph_nodes_v2.csv
IRQ,gas,false,denormalized from expanded_graph_nodes_v2.csv
IRQ,utilities,true,denormalized from expanded_graph_nodes_v2.csv
IRQ,aviation,false,denormalized from expanded_graph_nodes_v2.csv
IRQ,ports,false,denormalized from expanded_graph_nodes_v2.csv
IRQ,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
IRQ,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
IRQ,tourism,true,denormalized from expanded_graph_nodes_v2.csv
IRQ,government,true,denormalized from expanded_graph_nodes_v2.csv
ISR,semiconductors,true,denormalized from expanded_graph_nodes_v2.csv
ISR,automotive,false,denormalized from expanded_graph_nodes_v2.csv
ISR,electronics,false,denormalized from expanded_graph_nodes_v2.csv
ISR,aerospace,true,denormalized from expanded_graph_nodes_v2.csv
ISR,shipping,false,denormalized from expanded_graph_nodes_v2.csv
ISR,energy,false,denormalized from expanded_graph_nodes_v2.csv
ISR,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
ISR,banking,true,denormalized from expanded_graph_nodes_v2.csv
ISR,insurance,false,denormalized from expanded_graph_nodes_v2.csv
ISR,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
ISR,oil,false,denormalized from expanded_graph_nodes_v2.csv
ISR,gas,false,denormalized from expanded_graph_nodes_v2.csv
ISR,utilities,true,denormalized from expanded_graph_nodes_v2.csv
ISR,aviation,false,denormalized from expanded_graph_nodes_v2.csv
ISR,ports,false,denormalized from expanded_graph_nodes_v2.csv
